ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,weatherType0,weatherType1,weatherType2,weatherType3,weatherType4,weatherType5,weatherType6,weatherType7,weatherType8,weatherType9,weatherType10,weatherType11,weatherType12,weatherType13,weatherType14,weatherType15,lotteryWeight0,lotteryWeight1,lotteryWeight2,lotteryWeight3,lotteryWeight4,lotteryWeight5,lotteryWeight6,lotteryWeight7,lotteryWeight8,lotteryWeight9,lotteryWeight10,lotteryWeight11,lotteryWeight12,lotteryWeight13,lotteryWeight14,lotteryWeight15,timezoneLimit,timezoneStartHour,timezoneStartMinute,timezoneEndHour,timezoneEndMinute,reserve,
0,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
1000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
2000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
2010,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
2020,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
3000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
3010,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
3020,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
3021,,0,0,[0|0|0],1,0,10,11,20,21,31,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
3022,,0,0,[0|0|0],1,0,10,11,20,21,82,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
4000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
4001,,1,0,[0|0|0],1,0,10,11,20,21,30,83,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
4010,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
4020,,1,0,[0|0|0],1,0,10,11,20,21,30,40,81,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
5000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
5010,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
5011,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,52,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
6000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
7000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,83,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
10000,,0,0,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
600000000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
610000000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,380,200,200,150,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
610000001,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,280,100,100,50,40,10,0,0,400,0,0,0,0,0,0,6,5,30,6,29,[0|0|0|0|0|0|0|0|0]
611000000,,0,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,600,0,0,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
615000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,800,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,52,60,60,-1,-1,-1,20,400,20,180,180,50,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000001,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,700,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000010,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000020,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,450,20,360,0,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000021,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,700,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000100,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,52,60,60,-1,-1,-1,20,400,20,180,180,50,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
620000101,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,700,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,[0|0|0|0|0|0|0|0|0]
630000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,380,200,200,150,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
630000001,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,280,100,100,50,40,10,0,0,400,0,0,0,0,0,0,6,5,30,6,29,[0|0|0|0|0|0|0|0|0]
635000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,20,390,200,200,150,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
638000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
640000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,600,140,140,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
641000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,1,800,0,0,150,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
645000000,,1,0,[0|0|0],1,0,10,11,20,21,82,40,41,50,51,60,60,-1,-1,-1,0,430,50,50,50,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
650000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,100,0,0,0,0,0,700,200,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
651000000,,1,0,[0|0|0],1,0,10,11,20,21,30,40,41,50,51,60,60,-1,-1,-1,0,100,0,0,0,0,0,700,200,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0]
