ID,Name,unknown_0,attachEffectId,chanceWeight,chanceWeight_dlc,
0,(0% weight),1,-1,0,-1
100,<Delicate Scene> Vigor +1,1,7000000,52,-1
100,<Delicate Scene> Vigor +2,1,7000001,52,-1
100,<Delicate Scene> Vigor +3,1,7000002,52,-1
100,<Delicate Scene> Mind +1,1,7000100,52,-1
100,<Delicate Scene> Mind +2,1,7000101,52,-1
100,<Delicate Scene> Mind +3,1,7000102,52,-1
100,<Delicate Scene> Endurance +1,1,7000200,52,-1
100,<Delicate Scene> Endurance +2,1,7000201,52,-1
100,<Delicate Scene> Endurance +3,1,7000202,52,-1
100,<Delicate Scene> Strength +1,1,7000300,52,-1
100,<Delicate Scene> Strength +2,1,7000301,52,-1
100,<Delicate Scene> Strength +3,1,7000302,52,-1
100,<Delicate Scene> Dexterity +1,1,7000400,52,-1
100,<Delicate Scene> Dexterity +2,1,7000401,52,-1
100,<Delicate Scene> Dexterity +3,1,7000402,52,-1
100,<Delicate Scene> Intelligence +1,1,7000500,52,-1
100,<Delicate Scene> Intelligence +2,1,7000501,52,-1
100,<Delicate Scene> Intelligence +3,1,7000502,52,-1
100,<Delicate Scene> Faith +1,1,7000600,52,-1
100,<Delicate Scene> Faith +2,1,7000601,52,-1
100,<Delicate Scene> Faith +3,1,7000602,52,-1
100,<Delicate Scene> Arcane +1,1,7000700,52,-1
100,<Delicate Scene> Arcane +2,1,7000701,52,-1
100,<Delicate Scene> Arcane +3,1,7000702,52,-1
100,<Delicate Scene> Character Skill Cooldown Reduction +1,1,7000800,47,-1
100,<Delicate Scene> Character Skill Cooldown Reduction +2,1,7000801,47,-1
100,<Delicate Scene> Character Skill Cooldown Reduction +3,1,7000802,47,-1
100,<Delicate Scene> Ultimate Art Gauge +1,1,7000900,47,-1
100,<Delicate Scene> Ultimate Art Gauge +2,1,7000901,47,-1
100,<Delicate Scene> Ultimate Art Gauge +3,1,7000902,47,-1
100,<Delicate Scene> Poise +1,1,7001000,47,-1
100,<Delicate Scene> Poise +2,1,7001001,47,-1
100,<Delicate Scene> Poise +3,1,7001002,47,-1
100,<Delicate Scene> Physical Attack Up,1,7001400,47,-1
100,<Delicate Scene> Physical Attack Up +1,1,7001401,47,-1
100,<Delicate Scene> Physical Attack Up +2,1,7001402,47,-1
100,<Delicate Scene> Magic Attack Power Up,1,7001500,47,-1
100,<Delicate Scene> Magic Attack Power Up +1,1,7001501,47,-1
100,<Delicate Scene> Magic Attack Power Up +2,1,7001502,47,-1
100,<Delicate Scene> Fire Attack Power Up,1,7001600,47,-1
100,<Delicate Scene> Fire Attack Power Up +1,1,7001601,47,-1
100,<Delicate Scene> Fire Attack Power Up +2,1,7001602,47,-1
100,<Delicate Scene> Lightning Attack Power Up,1,7001700,47,-1
100,<Delicate Scene> Lightning Attack Power Up +1,1,7001701,47,-1
100,<Delicate Scene> Lightning Attack Power Up +2,1,7001702,47,-1
100,<Delicate Scene> Holy Attack Power Up,1,7001800,47,-1
100,<Delicate Scene> Holy Attack Power Up +1,1,7001801,47,-1
100,<Delicate Scene> Holy Attack Power Up +2,1,7001802,47,-1
100,<Delicate Scene> Magic Damage Negation Up,1,7002600,47,-1
100,<Delicate Scene> Fire Damage Negation Up,1,7002700,47,-1
100,<Delicate Scene> Lightning Damage Negation Up,1,7002800,47,-1
100,<Delicate Scene> Holy Damage Negation Up,1,7002900,47,-1
100,<Delicate Scene> Improved Poison Resistance,1,7003000,47,-1
100,<Delicate Scene> Improved Blood Loss Resistance,1,7003100,47,-1
100,<Delicate Scene> Improved Sleep Resistance,1,7003200,47,-1
100,<Delicate Scene> Improved Death Blight Resistance,1,7003300,47,-1
100,<Delicate Scene> Improved Rot Resistance,1,7003400,47,-1
100,<Delicate Scene> Improved Frost Resistance,1,7003500,47,-1
100,<Delicate Scene> Improved Madness Resistance,1,7003600,47,-1
100,<Delicate Scene> Partial HP Restoration upon Post-Damage Attacks,1,7005600,46,-1
100,<Delicate Scene> Improved Stance-Breaking when Two-Handing,0,7006000,46,-1
100,<Delicate Scene> Improved Stance-Breaking when Wielding Two Armaments,0,7006100,46,-1
100,<Delicate Scene> Flask Also Heals Allies,1,7010200,46,-1
100,<Delicate Scene> Wylder: Art activation spreads fire in area,1,7010500,67,-1
100,<Delicate Scene> Duchess: Dagger chain attack reprises event upon nearby enemies,1,7010700,67,-1
100,<Delicate Scene> Revenant: Expend own HP to fully heal nearby allies when activating Art,0,7010900,67,-1
100,<Delicate Scene> Guardian: Increased duration for Character Skill,0,7011000,67,-1
100,<Delicate Scene> Revenant: Trigger ghostflame explosion during Ultimate Art activation,0,7011200,67,-1
100,<Delicate Scene> Guardian: Creates whirlwind when charging halberd attacks,0,7011600,67,-1
100,<Delicate Scene> Executor: Roaring restores HP while Art is active,0,7011700,67,-1
100,<Delicate Scene> Guardian: Slowly restores nearby allies' HP while Art is active,0,7012000,67,-1
100,<Delicate Scene> Slowly restore HP for self and nearby allies when HP is low,1,7012200,46,-1
100,<Delicate Scene> Improved Damage Negation at Low HP,0,7012300,46,-1
100,<Delicate Scene> Wylder: Follow-up attacks possible when using Character Skill (greatsword only),1,7020000,67,-1
100,<Delicate Scene> Raider: Improved Poise Near Totem Stela,0,7030000,67,-1
100,<Delicate Scene> HP restored when using cured meats- medicinal boluses- etc.,1,7030200,46,-1
100,<Delicate Scene> Art gauge charged from successful guarding,1,7030600,46,-1
100,<Delicate Scene> Draw enemy attention while guarding,1,7030700,46,-1
100,<Delicate Scene> Art gauge fills moderately upon critical hit,1,7030800,46,-1
100,<Delicate Scene> Attack power increases after using grease items,1,7030900,46,-1
100,<Delicate Scene> Revenant: Strengthens family and allies when Ultimate Art is activated,0,7031200,67,-1
100,<Delicate Scene> Raider: Damage taken while using Character Skill improves attack power and stamina,0,7031300,67,-1
100,<Delicate Scene> Duchess: Become difficult to spot and silence footsteps after landing critical from behind,1,7031800,67,-1
100,<Delicate Scene> Critical Hits Earn Runes,1,7031900,46,-1
100,<Delicate Scene> Taking attacks improves attack power,1,7032200,46,-1
100,<Delicate Scene> Wylder: Art gauge greatly filled when ability is activated,0,7032400,67,-1
100,<Delicate Scene> Duchess: Defeating enemies while Art is active ups attack power,1,7032700,67,-1
100,<Delicate Scene> Recluse: Collecting affinity residue activates Terra Magica,1,7032800,67,-1
100,<Delicate Scene> Recluse: Suffer blood loss and increase attack power upon Art activation,0,7032900,67,-1
100,<Delicate Scene> Wylder: +1 additional Character Skill use,0,7033200,67,-1
100,<Delicate Scene> [Guardian] Successful guards send out shockwaves while ability is active,0,7033400,67,-1
100,<Delicate Scene> [Recluse] Activating Ultimate Art raises Max HP,0,7034100,67,-1
100,<Delicate Scene> [Executor] Character Skill Boosts Attack but Attacking Drains HP,0,7034400,67,-1
100,<Delicate Scene> [Executor] While Character Skill is active- unlocking use of cursed sword restores HP,0,7034500,67,-1
100,<Delicate Scene> [Ironeye] Art Charge Activation Adds Poison Effect,0,7034600,67,-1
100,<Delicate Scene> [Ironeye] Boosts thrusting counterattacks after executing Art,0,7034700,67,-1
100,<Delicate Scene> Critical Hit Boosts Stamina Recovery Speed,0,7035100,46,-1
100,<Delicate Scene> HP Recovery From Successful Guarding,0,7036100,46,-1
100,<Delicate Scene> Improved Initial Standard Attack,1,7040000,46,-1
100,<Delicate Scene> Improved Guard Counters,1,7040100,46,-1
