ID,Name,spEffectId1,spEffectId2,spEffectId3,spEffectId4,
0,,-1,-1,-1,-1
10100,,-1,-1,-1,-1
10101,,-1,-1,4300,-1
10200,,-1,99830,-1,-1
10201,,-1,99830,4300,-1
10300,,-1,-1,-1,-1
10301,,-1,-1,4300,-1
10400,,-1,-1,-1,-1
10401,,-1,-1,4300,-1
11000,,-1,-1,-1,-1
11900,,-1,-1,-1,-1
11901,,-1,-1,-1,-1
12000,,-1,-1,-1,-1
12005,,-1,-1,-1,-1
12100,,-1,-1,-1,-1
12105,,-1,-1,-1,-1
12200,,-1,-1,-1,-1
12205,,-1,-1,-1,-1
13900,,-1,4300,-1,-1
13901,,-1,4300,-1,-1
13902,,-1,4301,-1,-1
13903,,-1,4301,-1,-1
13910,,-1,-1,-1,-1
15000,,-1,-1,-1,-1
15001,,-1,-1,-1,-1
15002,,-1,-1,-1,-1
15003,,-1,-1,-1,-1
15004,,-1,-1,-1,-1
15100,,-1,-1,-1,-1
15101,,-1,-1,-1,-1
17000,,-1,-1,-1,-1
99000,,10970,-1,-1,-1
99001,,-1,-1,-1,-1
99002,,7630,-1,-1,-1
101000,,5000,-1,-1,-1
101001,,5004,-1,-1,-1
102000,,4800,-1,-1,-1
102010,,4801,-1,-1,-1
102020,,4802,-1,-1,-1
102030,,4805,-1,-1,-1
102040,,4806,-1,-1,-1
102050,,4807,-1,-1,-1
102100,Set: Disable Poison,90000,-1,-1,-1
102110,Set: Disable Rot,90010,-1,-1,-1
102120,Set: Disable Blood Loss,90020,-1,-1,-1
102130,Set: Disable Death Blight,90030,-1,-1,-1
102140,Set: Disable Frostbite,90040,-1,-1,-1
102150,Set: Disable Sleep,90300,-1,-1,-1
102160,Set: Disable Madness,90060,-1,-1,-1
103000,,8085,-1,-1,-1
103010,,8081,-1,-1,-1
103020,,8086,-1,-1,-1
104000,,8560,-1,-1,-1
105000,,8600,-1,-1,-1
105100,,8610,-1,-1,-1
106100,,19050,19055,19058,-1
106101,,19051,19055,19058,-1
106110,,4300,4315,4370,-1
106120,,4300,4315,4375,-1
107000,,5070,-1,-1,-1
107001,,5071,-1,-1,-1
107002,,5072,-1,-1,-1
108000,,8971,5260,9080,-1
108010,,4330,5260,-1,-1
108020,,99860,-1,-1,-1
108100,,4460,4461,-1,-1
108110,,4460,4461,4465,-1
109000,,4301,-1,-1,-1
109010,,4300,-1,-1,-1
110000,Set: Condemned - VFX + Scaling,4450,7600,-1,-1
110010,Set: Condemned - VFX + Scaling,4450,7610,-1,-1
110015,Set: Condemned - VFX + Scaling,4450,7615,-1,-1
110020,Set: Condemned - VFX + Scaling,4450,7620,-1,-1
110030,Set: Condemned - VFX + Scaling,4450,7630,-1,-1
110040,Set: Condemned - VFX + Scaling,4450,7640,-1,-1
110100,Set: Condemned - VFX + Scaling,4451,7600,-1,-1
110110,Set: Condemned - VFX + Scaling,4451,7610,-1,-1
110115,Set: Condemned - VFX + Scaling,4451,7615,-1,-1
110120,Set: Condemned - VFX + Scaling,4451,7620,-1,-1
110130,Set: Condemned - VFX + Scaling,4451,7630,-1,-1
110140,Set: Condemned - VFX + Scaling,4451,7640,-1,-1
110200,Set: Condemned - VFX + Scaling,4452,7600,-1,-1
110210,Set: Condemned - VFX + Scaling,4452,7610,-1,-1
110215,Set: Condemned - VFX + Scaling,4452,7615,-1,-1
110220,Set: Condemned - VFX + Scaling,4452,7620,-1,-1
110230,Set: Condemned - VFX + Scaling,4452,7630,-1,-1
110240,Set: Condemned - VFX + Scaling,4452,7640,-1,-1
110300,Set: Condemned - VFX + Scaling,4453,7600,-1,-1
110310,Set: Condemned - VFX + Scaling,4453,7610,-1,-1
110315,Set: Condemned - VFX + Scaling,4453,7615,-1,-1
110320,Set: Condemned - VFX + Scaling,4453,7620,-1,-1
110330,Set: Condemned - VFX + Scaling,4453,7630,-1,-1
110340,Set: Condemned - VFX + Scaling,4453,7640,-1,-1
110980,Set: Condemned - VFX + Scaling,4450,7620,-1,-1
110990,Set: Condemned - VFX + Scaling,4804,-1,-1,-1
111000,,4450,-1,-1,-1
111010,,4450,-1,-1,-1
111015,,4450,-1,-1,-1
111020,,4450,-1,-1,-1
111030,,4450,-1,-1,-1
111040,,4450,-1,-1,-1
111100,,4451,-1,-1,-1
111110,,4451,-1,-1,-1
111115,,4451,-1,-1,-1
111120,,4451,-1,-1,-1
111130,,4451,-1,-1,-1
111140,,4451,-1,-1,-1
111200,,4452,-1,-1,-1
111210,,4452,-1,-1,-1
111215,,4452,-1,-1,-1
111220,,4452,-1,-1,-1
111230,,4452,-1,-1,-1
111240,,4452,-1,-1,-1
111300,,4453,-1,-1,-1
111310,,4453,-1,-1,-1
111315,,4453,-1,-1,-1
111320,,4453,-1,-1,-1
111330,,4453,-1,-1,-1
111340,,4453,-1,-1,-1
112000,,4445,-1,-1,-1
112010,,4445,-1,-1,-1
112015,,4445,-1,-1,-1
112020,,4445,-1,-1,-1
112030,,4445,-1,-1,-1
112040,,4445,-1,-1,-1
112100,,4446,-1,-1,-1
