ID,Name,actionEnableMsgId,actionFailedMsgId,spQualifiedPassEventFlag,playerAnimId,chrAnimId,validDist,spQualifiedId_old,spQualifiedId2_old,objDummyId,isEventKickSync,objAnimId,validPlayerAngle,spQualifiedType,spQualifiedType2,validObjAngle,chrSorbType,eventKickTiming,pad1,actionButtonParamId,enableTreasureDelaySec,preActionSfxDmypolyId,preActionSfxId,pad2_old,
0,,10010500,-1,0,60200,7100,150,0,0,191,0,1,60,0,0,30,0,0,[0|0],-1,0,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
100,,-1,-1,0,0,0,150,0,0,0,0,0,30,0,0,30,0,0,[0|0],-1,0,-1,-1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
200,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],8000,0.3,100,6160,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
210,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],8000,0.3,100,6161,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
220,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],8000,0.3,100,6162,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
221,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],4301,0.3,100,6162,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
230,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],8000,0.3,100,6163,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
240,,10010400,-1,0,0,7521,70,0,0,110,0,1,60,0,0,60,1,1,[0|0],8000,0.3,100,6164,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90040,,60090,-1,0,0,0,70,0,0,200,0,200,60,0,0,60,1,1,[0|0],9360,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90041,,60090,-1,0,0,0,70,0,0,200,0,200,60,0,0,60,1,1,[0|0],9360,0,90,807030,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90053,,60086,-1,0,61010,0,70,0,0,201,0,1,60,0,0,60,0,1,[0|0],9380,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90054,,60086,308000,0,60810,0,70,0,0,191,0,0,60,0,0,60,1,1,[0|0],9231,0,200,807033,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96300,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96301,,10010400,-1,0,0,7521,70,0,0,90,0,1,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96302,,10010400,-1,0,0,7521,70,0,0,90,0,2,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96303,,10010400,-1,0,0,7521,70,0,0,90,0,3,60,0,0,60,1,1,[0|0],107901,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96310,,10010400,-1,0,0,7521,70,0,0,90,0,10,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96311,,10010400,-1,0,0,7521,70,0,0,90,0,11,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96312,,10010400,-1,0,0,7521,70,0,0,90,0,12,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96320,,10010400,-1,0,0,7521,70,0,0,90,0,20,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96321,,10010400,-1,0,0,7521,70,0,0,90,0,21,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96322,,10010400,-1,0,0,7521,70,0,0,90,0,22,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96330,,10010400,-1,0,0,7521,70,0,0,90,0,30,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96331,,10010400,-1,0,0,7521,70,0,0,90,0,31,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96332,,10010400,-1,0,0,7521,70,0,0,90,0,32,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96340,,10010400,-1,0,0,7521,70,0,0,90,0,40,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96341,,10010400,-1,0,0,7521,70,0,0,90,0,41,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
96342,,10010400,-1,0,0,7521,70,0,0,90,0,42,60,0,0,60,1,1,[0|0],8010,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
99090,,10010400,-1,0,0,7521,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],8040,0.3,90,6101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
