ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,dialogueTextId_Male,unknown_1,unknown_2,unknown_3,unknown_4,unknown_5,unknown_6,unknown_7,unknown_8,unknown_9,dialogueTextId_Female,unknown_10,unknown_11,unknown_12,unknown_13,unknown_14,unknown_15,unknown_16,unknown_17,unknown_18,unknown_19a,unknown_19b,unknown_19c,unknown_19d,dialogueAnimationId,unknown_21,unknown_22,unknown_23,unknown_24,unknown_25,unknown_26,unknown_27,unknown_28a,unknown_28b,unknown_28c,unknown_28d,unknown_29,unknown_30,unknown_31,unknown_32,unknown_33,unknown_34,unknown_35,unknown_36,unknown_37,unknown_38,unknown_39,unknown_40,unknown_41,unknown_42,unknown_43,unknown_44,unknown_45,unknown_46,unknown_47,unknown_48,unknown_49,
100,,1,0,[0|0|0],100,-1,-1,-1,-1,-1,0,-1,-1,256,2000000,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
200,,1,0,[0|0|0],200,-1,-1,-1,-1,-1,0,-1,-1,256,-1,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2002000,I see it now.,0,0,[0|0|0],20020000,-1,-1,-1,-1,-1,0,-1,-1,256,20020000,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2002001,Shrouded by haze- yet clear as day.,0,0,[0|0|0],20020010,-1,-1,-1,-1,-1,0,-1,-1,256,20020010,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2002002,A sign of the root of all ill- of the thing we must needs slay.,0,0,[0|0|0],20020020,-1,-1,-1,-1,-1,0,-1,-1,256,20020020,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2002003,The onset of Night.,0,0,[0|0|0],20020030,-1,-1,-1,-1,-1,0,-1,-1,256,20020030,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2003000,Behold its majesty.,0,0,[0|0|0],20030000,-1,-1,-1,-1,-1,0,-1,-1,256,20030000,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2003001,It never fails to move me.,0,0,[0|0|0],20030010,-1,-1,-1,-1,-1,0,-1,-1,256,20030010,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2003002,Peer upon it from afar.,0,0,[0|0|0],20030020,-1,-1,-1,-1,-1,0,-1,-1,256,20030020,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2003003,Be satisfied with what you have.,0,0,[0|0|0],20030030,-1,-1,-1,-1,-1,0,-1,-1,256,20030030,-1,-1,-1,-1,-1,-1,-1,0,0,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,-1,255,255,255,255,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
