ID,Name,LayoutPath,PropertyID,CaptionTextID,HelpTextID,iconID,
0,,,0,0,0,-1
1000,[Item] Name,Title,1000,0,0,-1
1001,[Item] Max no. per slot,TopItem_1,1014,0,31004,-1
1002,,TopItem_1_1,1015,0,0,-1
1003,,L_Item_0,1001,0,0,-1
1004,[Item] Equip Effect,StatusTitle_0,0,20006,0,-1
1005,,,0,0,0,-1
1100,,Title,1000,0,0,-1
1101,,TopItem_0,0,0,0,-1
1102,,TopItem_1,0,0,0,-1
1103,,TopItem_1_1,0,0,0,-1
1104,,TopItem_1_2,0,0,0,-1
1105,,TopItem_2,0,0,0,-1
1106,,TopItem_2_plus,0,0,0,-1
1107,,TopItem_3,0,0,0,-1
1108,,TopItem_3_plus,0,0,0,-1
1109,,TopItem_4,0,0,0,-1
1110,,TopItem_5,1003,0,31351,-1
1111,,L_Item_0,1001,0,0,-1
1112,,L_Item_1,0,0,0,-1
1113,,Item_10,0,0,0,-1
1114,,Item_11,0,0,0,-1
1115,,Item_12,0,0,0,-1
1116,,Item_13,0,0,0,-1
1117,,Item_14,0,0,0,-1
1118,Equip Effect,StatusTitle_0,0,20006,0,-1
1119,,StatusTitle_1,0,0,0,-1
1120,,,0,0,0,-1
1200,,Title,1000,0,0,-1
1201,,TopItem_0,0,0,0,-1
1202,,TopItem_1,0,0,0,-1
1203,,TopItem_1_1,0,0,0,-1
1204,,TopItem_1_2,0,0,0,-1
1205,,TopItem_2,0,0,0,-1
1206,,TopItem_2_plus,0,0,0,-1
1207,,TopItem_3,0,0,0,-1
1208,,TopItem_3_plus,0,0,0,-1
1209,,TopItem_4,0,0,0,-1
1210,,TopItem_5,0,0,0,-1
1211,,L_Item_0,1001,0,0,-1
1212,,L_Item_1,0,0,0,-1
1213,,Item_10,0,0,0,-1
1214,,Item_11,0,0,0,-1
1215,,Item_12,0,0,0,-1
1216,,Item_13,0,0,0,-1
1217,,Item_14,0,0,0,-1
1218,Equip Effect,StatusTitle_0,0,20006,0,-1
1219,,StatusTitle_1,0,0,0,-1
1220,,,0,0,0,-1
1300,,Title,1000,0,0,-1
1301,[Item] Item Type,TopItem_0,2000,0,31360,-1
1302,,TopItem_1,0,0,0,-1
1303,[Item] Max no. per slot,TopItem_2,1010,0,31004,-1
1304,,TopItem_2_plus,1011,0,0,-1
1305,,TopItem_3,1012,0,31005,-1
1306,,TopItem_3_plus,1013,0,0,-1
1307,,TopItem_4,0,0,0,-1
1308,,TopItem_5,0,0,0,-1
1309,,L_Item_0,1001,0,0,-1
1310,Equip Effect,StatusTitle_0,0,20006,0,-1
1311,,StatusTitle_1,0,20100,0,-1
1312,,Item_10,7000,0,0,-1
1313,,Item_11,7002,0,0,-1
1314,,Item_12,7010,0,0,-1
1315,,Item_13,7012,0,0,-1
1316,,,0,0,0,-1
1400,[Item] Name,Title,1000,0,0,-1
1401,[Item] Item Type,TopItem_0,2000,0,31360,-1
1402,,TopItem_1,2020,0,31008,-1
1403,,TopItem_1_1,2021,0,0,-1
1404,,TopItem_1_2,2022,0,0,-1
1405,,TopItem_2,1010,11007,31007,-1
1406,,TopItem_2_plus,1011,0,0,-1
1407,,TopItem_3,1012,0,31005,-1
1408,,TopItem_3_plus,1013,0,0,-1
1409,[Item] FP Cost,TopItem_4,2010,0,31042,-1
1410,,TopItem_5,0,0,0,-1
1411,,L_Item_0,1001,0,0,-1
1412,,L_Item_1,0,0,0,-1
1413,[Item] Strength Scaling,Item_10,2001,0,31314,-1
1414,[Item] Dexterity Scaling,Item_11,2002,0,31315,-1
1415,[Item] Intelligence Scaling,Item_12,2003,0,31316,-1
1416,[Item] Faith Scaling,Item_13,2004,0,31317,-1
1417,[Item] Arcane Scaling,Item_14,2005,0,31318,-1
1418,Equip Effect,StatusTitle_0,0,20006,0,-1
1419,,StatusTitle_1,30000,0,0,-1
1420,,,0,0,0,-1
1500,,Title,1000,0,0,-1
1501,,TopItem_0,0,0,0,-1
1502,,TopItem_1,0,0,0,-1
1503,,TopItem_1_1,0,0,0,-1
1504,,TopItem_1_2,0,0,0,-1
1505,[Item] Max no. per slot,TopItem_2,1010,0,31004,-1
1506,,TopItem_2_plus,1011,0,0,-1
1507,,TopItem_3,1012,0,31005,-1
1508,,TopItem_3_plus,1013,0,0,-1
1509,,TopItem_4,0,0,0,-1
1510,,TopItem_5,0,0,0,-1
1511,,L_Item_0,1001,0,0,-1
1512,,L_Item_1,0,0,0,-1
1513,,Item_10,0,0,0,-1
1514,,Item_11,0,0,0,-1
1515,,Item_12,0,0,0,-1
1516,,Item_13,0,0,0,-1
1517,,Item_14,0,0,0,-1
1518,Equip Effect,StatusTitle_0,0,20006,0,-1
1519,,StatusTitle_1,0,0,0,-1
1520,,,0,0,0,-1
1600,,Title,1000,0,0,-1
1601,,TopItem_0,0,0,0,-1
1602,,TopItem_1,0,0,0,-1
1603,,TopItem_1_1,0,0,0,-1
1604,,TopItem_1_2,0,0,0,-1
1605,[Item] Max no. per slot,TopItem_2,1010,0,31004,-1
1606,,TopItem_2_plus,1011,0,0,-1
1607,,TopItem_3,1012,0,31005,-1
1608,,TopItem_3_plus,1013,0,0,-1
1609,,TopItem_4,2009,0,31043,-1
1610,[Item] FP Cost,TopItem_5,2010,0,31042,-1
1611,,L_Item_0,1001,0,0,-1
1612,,L_Item_1,0,0,0,-1
1613,,Item_10,0,0,0,-1
1614,,Item_11,0,0,0,-1
1615,,Item_12,0,0,0,-1
1616,,Item_13,0,0,0,-1
1617,,Item_14,0,0,0,-1
1618,Equip Effect,StatusTitle_0,0,20006,0,-1
1619,,StatusTitle_1,0,0,0,-1
1620,,,0,0,0,-1
1700,,Title,1000,0,0,-1
1701,[Item] Item Type,TopItem_0,2000,0,31360,-1
1702,,TopItem_1,0,0,0,-1
1703,,TopItem_1_1,0,0,0,-1
1704,,TopItem_1_2,0,0,0,-1
1705,[Item] Max no. per slot,TopItem_2,1010,0,31004,-1
1706,,TopItem_2_plus,1011,0,0,-1
1707,,TopItem_3,1012,0,31005,-1
1708,,TopItem_3_plus,1013,0,0,-1
1709,,TopItem_4,0,0,0,-1
1710,,TopItem_5,0,0,0,-1
1711,,L_Item_0,1001,0,0,-1
1712,,L_Item_1,1005,0,0,-1
1713,,Item_10,0,0,0,-1
1714,,Item_11,0,0,0,-1
1715,,Item_12,0,0,0,-1
1716,,Item_13,0,0,0,-1
1717,,Item_14,0,0,0,-1
1718,Equip Effect,StatusTitle_0,0,20006,0,-1
1719,,StatusTitle_1,30001,0,0,-1
1720,,,0,0,0,-1
2000,,Title,1000,0,0,-1
2001,,TopItem_0,3200,0,0,-1
2002,,TopItem_1,0,0,0,-1
2003,,TopItem_2,0,0,0,-1
2004,,TopItem_3,3220,0,31006,-1
2005,,TopItem_4,3091,0,31034,-1
2006,,TopItem_4_0,3091,0,31034,-1
2007,,TopItem_4_1,3092,0,0,-1
2008,,TopItem_4_2,3093,0,0,-1
2009,Physical Damage,L_Item_0,3010,0,31010,-1
2010,Magic Damage,L_Item_1,3011,0,31011,-1
2011,Fire Damage,L_Item_2,3012,0,31012,-1
2012,Lightning Damage,L_Item_3,3013,0,31013,-1
2013,Holy Damage,L_Item_4,3014,0,31014,-1
2014,Critical,L_Item_5,3022,0,31030,-1
2015,,L_Item_6,0,0,0,-1
2016,Range,L_Item_6a,3020,0,31032,-1
2017,,L_Item_6b,0,0,0,-1
2018,Physical Guard,R_Item_0,3040,0,31020,-1
2019,Magic Guard,R_Item_1,3041,0,31021,-1
2020,Fire Guard,R_Item_2,3042,0,31022,-1
2021,Lightning Guard,R_Item_3,3043,0,31023,-1
2022,Holy Guard,R_Item_4,3044,0,31024,-1
2023,Guard Boost,R_Item_5,3050,0,31031,-1
2024,,R_Item_6,0,0,0,-1
2025,,S_Item_0,3030,0,0,-1
2026,,S_Item_1,3031,0,0,-1
2027,,S_Item_2,3028,0,0,-1
2028,,S_Item_3,3027,0,0,-1
2029,,S_Item_4,3026,0,0,-1
2030,,S_Item_5,3034,0,0,-1
2031,,S_Item_6,3029,0,0,-1
2032,,Bottom_Item_0,3100,0,0,-1
2033,,Bottom_Item_1,3101,0,0,-1
2034,,Bottom_Item_2,3102,0,0,-1
2035,,Bottom_Item_0_1,3110,0,0,-1
2036,,Bottom_Item_1_1,3111,0,0,-1
2037,,Bottom_Item_2_1,3112,0,0,-1
2038,,StatusTitle_0,0,11640,0,-1
2039,,StatusTitle_1,0,11641,0,-1
2040,,StatusTitle_2,0,11642,0,-1
2041,,StatusTitle_3,0,11643,0,-1
2042,,,0,0,0,-1
2100,,Title,1000,0,0,-1
2101,,TopItem_0,3000,0,31001,-1
2102,,TopItem_1,3001,0,31003,-1
2103,,TopItem_2,0,0,0,-1
2104,,TopItem_3,3220,0,31006,-1
2105,,TopItem_4,3091,0,31034,-1
2106,,TopItem_4_0,3091,0,31034,-1
2107,,TopItem_4_1,3092,0,0,-1
2108,,TopItem_4_2,3093,0,0,-1
2109,,TopItem_5,1003,0,31351,-1
2110,,TopItem_6,0,0,0,-1
2111,,TopItem_7,0,0,0,-1
2112,,TopItem_7_plus,0,0,0,-1
2113,Physical Damage,L_Item_0,3010,0,31010,-1
2114,Magic Damage,L_Item_1,3011,0,31011,-1
2115,Fire Damage,L_Item_2,3012,0,31012,-1
2116,Lightning Damage,L_Item_3,3013,0,31013,-1
2117,Holy Damage,L_Item_4,3014,0,31014,-1
2118,Critical,L_Item_5,3022,0,31030,-1
2119,,L_Item_6,0,0,0,-1
2120,Range,L_Item_6a,3020,0,31032,-1
2121,,L_Item_6b,0,0,0,-1
2122,,L_Item_0_plus,3015,0,0,-1
2123,,L_Item_1_plus,3016,0,0,-1
2124,,L_Item_2_plus,3017,0,0,-1
2125,,L_Item_3_plus,3018,0,0,-1
2126,,L_Item_4_plus,3019,0,0,-1
2127,,L_Item_5_plus,0,0,0,-1
2128,,L_Item_6_plus,0,0,0,-1
2129,,L_Item_6a_plus,0,0,0,-1
2130,,L_Item_6b_plus,0,0,0,-1
2131,Physical Guard,R_Item_0,3040,0,31020,-1
2132,Magic Guard,R_Item_1,3041,0,31021,-1
2133,Fire Guard,R_Item_2,3042,0,31022,-1
2134,Lightning Guard,R_Item_3,3043,0,31023,-1
2135,Holy Guard,R_Item_4,3044,0,31024,-1
