ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,client1SpEffectId,client2SpEffectId,client3SpEffectId,bOverrideSpEffect,pad3,
0,,0,0,[0|0|0],-1,-1,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7700,Minimal Threat,0,0,[0|0|0],7800,7900,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7701,Minimal Threat,0,0,[0|0|0],7801,7901,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7702,Minimal Threat,0,0,[0|0|0],7802,7902,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7703,Minimal Threat,0,0,[0|0|0],7803,7903,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7704,Minimal Threat,0,0,[0|0|0],7804,7904,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7705,Minimal Threat,0,0,[0|0|0],7805,7905,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7706,Minimal Threat,0,0,[0|0|0],7806,7906,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7707,Minimal Threat,0,0,[0|0|0],7807,7907,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7708,Minimal Threat,0,0,[0|0|0],7803,7903,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7709,Minimal Threat,0,0,[0|0|0],7809,7909,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7710,Small Threat,0,0,[0|0|0],7810,7910,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7711,Small Threat,0,0,[0|0|0],7811,7911,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7712,Small Threat,0,0,[0|0|0],7812,7912,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7713,Small Threat,0,0,[0|0|0],7813,7913,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7714,Small Threat,0,0,[0|0|0],7814,7914,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7715,Small Threat,0,0,[0|0|0],7815,7915,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7716,Small Threat,0,0,[0|0|0],7816,7916,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7717,Small Threat,0,0,[0|0|0],7817,7917,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7718,Small Threat,0,0,[0|0|0],7813,7913,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7719,Small Threat,0,0,[0|0|0],7819,7919,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7720,Medium Threat,0,0,[0|0|0],7820,7920,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7721,Medium Threat,0,0,[0|0|0],7821,7921,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7722,Medium Threat,0,0,[0|0|0],7822,7922,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7723,Medium Threat,0,0,[0|0|0],7823,7923,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7724,Medium Threat,0,0,[0|0|0],7824,7924,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7725,Medium Threat,0,0,[0|0|0],7825,7925,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7726,Medium Threat,0,0,[0|0|0],7826,7926,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7727,Medium Threat,0,0,[0|0|0],7827,7927,-1,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7728,Medium Threat,0,0,[0|0|0],7823,7923,-1,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
