ID,Name,unknown_0,personalScenarioObjectiveId,objectiveFlagId,personalScenarioTitleId,personalScenarioBodyId,personalScenarioImageId,heroId,unknown_6b,unknown_6c,unknown_6d,flashbackFlagId,unknown_8,spawnpointEntityId,unknown_10,unknown_11,
1000,Wylder: Chapter 1,1,-1,0,11000,101000,-1,1,0,0,0,0,0,10004000,-1,0
1001,Wylder: Chapter 2,0,-1,1009101,11010,101010,-1,1,0,0,0,0,0,10004000,-1,0
1002,Wylder: Chapter 3,0,-1,1009102,11020,101020,-1,1,2,0,0,1119120,0,10004000,-1,0
1010,Wylder: [Obj] Talk to the Iron Menial,0,1010,1009103,-1,-1,-1,1,2,0,0,1119120,0,10004000,-1,0
1020,Wylder: [Obj] Find a whetstone in Limveld,0,1020,1009104,-1,-1,-1,1,3,0,0,1119120,0,10004000,-1,0
1030,Wylder: [Obj] Give slate whetstone to Iron Menial,0,1021,1009105,-1,-1,-1,1,2,0,0,1119120,0,10004000,-1,0
1040,Wylder: [Obj] Look at the mended finery offered by the Iron Menial,0,1030,1009106,-1,-1,-1,1,2,0,0,1119120,0,10004000,-1,0
1050,Wylder: [Obj] Hold both earrings up to light,0,1041,1009107,-1,-1,-1,1,2,0,0,1119120,0,10004000,-1,0
1060,Wylder: [Obj] Return the mended earring to
the Duchess,0,1050,1009108,-1,-1,-1,1,2,0,0,1119120,0,10004000,-1,0
1061,Wylder: Chapter 4,0,1150,1009109,11030,101030,-1,1,0,0,0,0,0,10004000,-1,0
1062,Wylder: Chapter 5,0,-1,1009110,11040,101040,-1,1,2,0,0,1119121,0,10004000,-1,0
1070,Wylder: [Obj] Find the change to the Roundtable Hold,0,1070,1009111,-1,-1,-1,1,2,0,0,1119121,0,10004000,-1,0
1080,Wylder: [Obj] Talk to the Iron Menial,0,1010,1009112,-1,-1,-1,1,2,0,0,1119121,0,10004000,-1,0
1090,Wylder: [Obj] Talk to the Duchess,0,1090,1009113,-1,-1,-1,1,2,0,0,1119121,0,10004000,-1,0
1091,Wylder: Chapter 6,0,1150,1009114,11050,101050,-1,1,0,0,0,0,0,10004000,-1,0
1092,Wylder: Chapter 7,0,-1,1009115,11060,101060,-1,1,2,0,0,1119122,0,10003103,-1,0
1100,Wylder: [Obj] Examine letter,0,1100,1009116,-1,-1,-1,1,2,0,0,1119122,0,10004000,-1,0
1101,Wylder: [Obj] Find the chest that the key will fit,0,1110,1009117,-1,-1,-1,1,2,0,0,1119122,0,10004000,-1,0
1110,Wylder: [Obj] Talk to the Recluse,0,7030,1009118,-1,-1,-1,1,2,0,0,1119122,0,10004000,-1,0
1120,Wylder: [Obj] Talk to the Iron Menial about finding a silver tear,0,1130,1009119,-1,-1,-1,1,2,0,0,1119122,0,10004000,-1,0
1130,Wylder: [Obj] Find a silver tear in Limveld,0,1131,1009120,-1,-1,-1,1,3,0,0,1119122,0,10004000,-1,0
1131,Wylder: [Obj] Talk to the Iron Menial about finding a silver tear,0,1130,1009121,-1,-1,-1,1,2,0,0,1119122,0,10004000,-1,0
1132,Wylder: Chapter 8,0,1150,1009122,11070,101070,-1,1,0,0,0,0,0,10004000,-1,0
1140,Wylder: ,0,-1,1009123,-1,-1,-1,1,0,0,0,0,0,10004000,-1,0
1170,Wylder: Chapter 9,0,-1,1009124,11080,101080,40290,1,0,0,0,0,0,10004000,-1,0
2000,Duchess: Chapter 1,0,-1,1009400,12000,102000,-1,4,0,0,0,0,0,10004000,-1,0
2001,Duchess: Chapter 2,0,-1,1009401,12010,102010,-1,4,0,0,0,0,0,10004000,-1,0
2009,Duchess: Chapter 3,0,-1,1009404,12020,102020,-1,4,2,0,0,1149230,0,10004000,-1,0
2010,Duchess: [Obj] Talk to the Raider,0,2010,1009405,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2020,Duchess: [Obj] Talk to the Wylder,0,2020,1009406,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2030,Duchess: [Obj] Talk to the Raider,0,2030,1009407,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2040,Duchess: [Obj] Find armament maintenance materials in Limveld,0,2040,1009408,-1,-1,-1,4,3,0,0,1149230,0,10004000,-1,0
2050,Duchess: [Obj] Give golden dew to the Wylder,0,2050,1009409,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2060,Duchess: [Obj] Talk to the Raider,0,2060,1009410,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2070,Duchess: [Obj] Talk to the Revenant,0,2070,1009411,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2080,Duchess: [Obj] Talk to the Iron Menial about the Wylder,0,2080,1009412,-1,-1,-1,4,2,0,0,1149230,0,10004000,-1,0
2081,Duchess: Chapter 4,0,1150,1009413,12030,102040,-1,4,0,0,0,0,0,10004000,-1,0
2082,Duchess: Chapter 5,0,-1,1009414,12040,102050,-1,4,2,0,0,1149231,0,10004000,-1,0
2090,Duchess: [Obj] Find the Wylder,0,2100,1009415,-1,-1,-1,4,2,0,0,1149231,0,10004000,-1,0
2100,Duchess: [Obj] Talk to the Iron Menial about pita bread,0,2110,1009416,-1,-1,-1,4,2,0,0,1149231,0,10004000,-1,0
2101,Duchess: Chapter 6,0,1150,1009417,12050,102060,-1,4,2,0,0,1149232,0,10004000,-1,0
2110,Duchess: [Obj] Talk to the Raider or the Revenant,0,2130,1009418,-1,-1,-1,4,2,0,0,1149232,0,10003419,-1,0
2120,Duchess: [Obj] Find the message in Limveld,0,2140,1009419,-1,-1,-1,4,3,0,0,1149232,0,10003419,-1,0
2130,Duchess: [Obj] Talk to the Raider or the Revenant,0,2130,1009420,-1,-1,-1,4,2,0,0,1149232,0,10003419,-1,0
2135,Duchess: [Obj] Talk to the Revenant,0,2070,1009430,-1,-1,-1,4,2,0,0,1149232,0,10003419,-1,0
2140,Duchess: [Obj] Confront the Revenant,0,2141,1009421,-1,-1,-1,4,2,0,0,1149232,0,10003419,-1,0
2141,Duchess: Chapter 7,0,1150,1009422,12060,102070,-1,4,0,0,0,0,0,10004000,-1,0
2142,Duchess: Chapter 8,0,-1,1009423,12070,102080,-1,4,2,0,0,1149233,0,10004000,-1,0
2150,Duchess: [Obj] Bless the iron coin,0,2151,1009424,-1,-1,-1,4,2,0,0,1149233,0,10004000,-1,0
2160,Duchess: [Obj] Talk to the Iron Menial,0,2160,1009425,-1,-1,-1,4,2,0,0,1149233,0,10004000,-1,0
2170,Duchess: [Obj] Give the blessed iron coin to the Iron Menial,0,2170,1009426,-1,-1,-1,4,2,0,0,1149233,0,10004000,-1,0
2180,Duchess: [Obj] Talk to the Wylder,0,2180,1009427,-1,-1,-1,4,2,0,0,1149233,0,10004000,-1,0
2190,Duchess: [Obj] Talk to the Iron Menial,0,2190,1009428,-1,-1,-1,4,2,0,0,1149233,0,10004000,-1,0
2191,Duchess: Chapter 9,0,1150,1009429,12080,102090,40293,4,0,0,0,0,0,10004000,-1,0
3000,Raider: Chapter 1,0,-1,0,13000,103000,-1,5,0,0,0,0,0,10003520,-1,0
3010,Raider: Chapter 2,0,-1,1009501,13010,103010,-1,5,2,0,0,1159120,0,10003520,-1,0
3011,Raider:,0,-1,1009502,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3020,Raider: [Obj] Talk to the Iron Menial,0,3010,1009503,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3030,Raider: [Obj] Touch the stone monument,0,3020,1009504,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3040,Raider: [Obj] Talk to the Iron Menial,0,3030,1009505,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3050,Raider: [Obj] Touch the stone monument,0,3040,1009506,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3060,Raider: [Obj] Talk to the Iron Menial,0,3060,1009507,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3061,Raider: [Obj] Touch the stone monument,0,3040,1009525,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3062,Raider: [Obj] Talk to the Iron Menial,0,3060,1009526,-1,-1,-1,5,2,0,0,1159120,0,10003520,-1,0
3070,Raider: Chapter 3,0,1150,1009508,13020,103020,-1,5,0,0,0,0,0,10003520,-1,0
3080,Raider: Chapter 4,0,-1,1009509,13030,103030,-1,5,2,0,0,1159121,0,10003520,-1,0
3090,Raider: ,0,-1,1009510,-1,-1,-1,5,2,0,0,1159121,0,10003520,-1,0
3100,Raider: [Obj] Talk to the Iron Menial,0,3100,1009511,-1,-1,-1,5,2,0,0,1159121,0,10003520,-1,0
3110,Raider: [Obj] Touch the stone monument,0,3110,1009512,-1,-1,-1,5,2,0,0,1159121,0,10003520,-1,0
3120,Raider: [Obj] Talk to the Iron Menial,0,3130,1009513,-1,-1,-1,5,2,0,0,1159121,0,10003520,-1,0
3130,Raider: Chapter 5,0,1150,1009514,13040,103040,-1,5,0,0,0,0,0,10003520,-1,0
3140,Raider: Chapter 6,0,-1,1009515,13050,103050,-1,5,0,0,0,0,0,10003520,-1,0
3150,Raider: Chapter 7,0,-1,1009516,13060,103060,-1,5,2,0,0,1159122,0,10003520,-1,0
3160,Raider: ,0,-1,1009517,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3170,Raider: [Obj] Head to the shore,0,3170,1009518,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3180,Raider: [Obj] Talk to the Iron Menial,0,3180,1009519,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3190,Raider: [Obj] Touch the stone monument,0,3040,1009520,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3200,Raider: [Obj] Talk to the Iron Menial,0,3200,1009521,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3201,Raider: [Obj] Make an offering at the White Horn's grave,0,3190,1009522,-1,-1,-1,5,2,0,0,1159122,0,10003520,-1,0
3202,Raider: Chapter 8,0,1150,1009523,13070,103070,40294,5,0,0,0,0,0,10003520,-1,0
4000,Executor: Chapter 1,0,-1,0,14000,104000,-1,8,0,0,0,0,0,10004000,-1,0
4001,Executor: Chapter 2,0,-1,1009801,14010,104010,40301,8,2,0,0,1189230,0,10004000,-1,0
4010,Executor: [Obj] Talk to the Guardian,0,4000,1009802,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4020,Executor: [Obj] Talk to the Priestess,0,4010,1009803,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4030,Executor: [Obj] Find flowers in Limveld,0,4020,1009804,-1,-1,-1,8,3,0,0,1189230,0,10004000,-1,0
4040,Executor: [Obj] Talk to the Priestess,0,4029,1009805,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4050,Executor: [Obj] Give the blessed flowers to the Iron Menial,0,4030,1009806,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4060,Executor: [Obj] Paint a picture,0,4031,1009807,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4070,Executor: [Obj] Conclude the remembrance,0,1150,1009808,-1,-1,-1,8,2,0,0,1189230,0,10004000,-1,0
4071,Executor: Chapter 3,0,1150,1009809,14020,104020,40302,8,0,0,0,0,0,10004000,-1,0
4072,Executor: Chapter 4,0,-1,1009810,14030,104030,40303,8,0,0,0,0,0,10004000,-1,0
4073,Executor: Chapter 5,0,-1,1009811,14040,104040,40304,8,0,0,0,0,0,10004000,-1,0
4074,Executor: Chapter 6,0,-1,1009812,14050,104050,40305,8,2,0,0,1189231,0,10004000,-1,0
4080,Executor: [Obj] Talk to the Priestess,0,4080,1009813,-1,-1,-1,8,2,0,0,1189231,0,10004000,-1,0
4090,Executor: [Obj] Find a golden sprout in Limveld,0,4090,1009814,-1,-1,-1,8,3,0,0,1189231,0,10004000,-1,0
4100,Executor: [Obj] Talk to the Priestess,0,4100,1009815,-1,-1,-1,8,2,0,0,1189231,0,10004000,-1,0
4110,Executor: [Obj] Conclude the remembrance,0,1150,1009816,-1,-1,-1,8,2,0,0,1189231,0,10004000,-1,0
4111,Executor: Chapter 7,0,1150,1009817,14060,104060,40297,8,0,0,0,0,0,10004000,-1,0
5000,Recluse: Chapter 1,0,0,0,15000,105000,-1,7,0,0,0,0,0,10004000,-1,0
5001,Recluse: Chapter 2,0,-1,1009701,15010,105010,-1,7,2,0,0,1179230,0,10004000,-1,0
5010,Recluse: [Obj] Talk to the Iron Menial,0,5010,1009702,-1,-1,-1,7,2,0,0,1179230,0,10004000,-1,0
5020,Recluse: [Obj] Vanquish Night-tainted foes in Limveld and take evidence of the deed,0,5020,1009703,-1,-1,-1,7,3,0,0,1179230,0,10004000,-1,0
5030,Recluse: [Obj] Talk to the Iron Menial,0,5030,1009704,-1,-1,-1,7,2,0,0,1179230,0,10004000,-1,0
5040,Recluse: [Obj] Ask the Iron Menial for help,0,5040,1009705,-1,-1,-1,7,2,0,0,1179230,0,10004000,-1,0
5041,Recluse: Chapter 3,0,1150,1009706,15020,105020,-1,7,0,0,0,0,0,10004000,-1,0
5042,Recluse: Chapter 4,0,-1,1009707,15030,105030,-1,7,2,0,0,1179231,0,10004000,-1,0
5050,Recluse: [Obj] Take the Night Shard from the Iron Menial,0,5060,1009708,-1,-1,-1,7,2,0,0,1179231,0,10003006,-1,0
5060,Recluse: [Obj] Take the Night Shard from the Iron Menial,0,5060,1009709,-1,-1,-1,7,2,0,0,1179231,0,10004000,-1,0
5070,Recluse: [Obj] Find Vestige of Night,0,5070,1009710,-1,-1,-1,7,2,0,0,1179231,0,10004000,-1,0
5071,Recluse: Chapter 5,0,1150,1009711,15040,105040,-1,7,0,0,0,0,0,10004000,-1,0
5072,Recluse: Chapter 6,0,-1,1009712,15050,105050,-1,7,2,0,0,1179232,0,10004000,-1,0
5080,Recluse: [Obj] Find the person lurking in the Roundtable Hold,0,5110,1009713,-1,-1,-1,7,2,0,0,1179232,0,10004000,-1,0
5090,Recluse: [Obj] Talk to the Witch of the Wheel,0,5120,1009714,-1,-1,-1,7,2,0,0,1179232,0,10004000,-1,0
5100,Recluse: [Obj] Find the Iron Menial,0,5130,1009715,-1,-1,-1,7,2,0,0,1179232,0,10004000,-1,0
5110,Recluse: [Obj] Talk to the Iron Menial about the Witch of the Wheel,0,5140,1009716,-1,-1,-1,7,2,0,0,1179232,0,10004000,-1,0
5121,Recluse: Chapter 7,0,1150,1009718,15060,105070,-1,7,0,0,0,0,0,10004000,-1,0
5130,Recluse: [Obj] Perform a relic rite upon the bone-like stone and defeat the latest Nightlord,0,5151,1009719,-1,-1,-1,7,0,0,0,0,0,10004000,-1,0
5140,Recluse: [Obj] Talk to the Witch of the Wheel,0,5160,1009720,-1,-1,-1,7,0,0,0,0,0,10004000,-1,0
5150,Recluse: [Obj] Examine the robe left by the Witch of the Wheel,0,5170,1009721,-1,-1,-1,7,0,0,0,0,0,10004000,-1,0
5160,Recluse: Chapter 8,0,1150,1009722,15070,105080,40296,7,0,0,0,0,0,10004000,-1,0
6000,Ironeye: Chapter 1,0,-1,0,16000,106000,-1,3,0,0,0,0,0,10004000,-1,0
6001,Ironeye: Chapter 2,0,-1,1009301,16010,106010,-1,3,0,0,0,0,0,10004000,-1,0
6002,Ironeye: Chapter 3,0,-1,1009302,16020,106020,-1,3,0,0,0,0,0,10004000,-1,0
6003,Ironeye: Chapter 4,0,-1,1009303,16030,106030,-1,3,2,0,0,1139230,0,10004000,-1,0
6010,Ironeye: [Obj] Talk to the Priestess about the task,0,6020,1009304,-1,-1,-1,3,2,0,0,1139230,0,10004000,-1,0
6020,Ironeye: [Obj] Defeat the other Ironeye who has appeared in a cataclysm in Limveld,0,6070,1009305,-1,-1,-1,3,3,0,0,1139230,0,10004000,-1,0
6030,Ironeye: [Obj] Talk to the Priestess,0,6080,1009306,-1,-1,-1,3,2,0,0,1139230,0,10004000,-1,0
6031,Ironeye: Chapter 5,0,1150,1009307,16040,106040,-1,3,0,0,0,0,0,10004000,-1,0
6032,Ironeye: Chapter 6,0,-1,1009308,16050,106050,-1,3,2,0,0,1139231,0,10004000,-1,0
6040,Ironeye: [Obj] Talk to the Priestess,0,6091,1009309,-1,-1,-1,3,2,0,0,1139231,0,10004000,-1,0
6050,Ironeye: [Obj] Talk to the traitor,0,6100,1009310,-1,-1,-1,3,2,0,0,1139231,0,10004000,-1,0
6060,Ironeye: [Obj] Talk to the traitor,0,6100,1009311,-1,-1,-1,3,2,0,0,1139231,0,10004000,-1,0
6070,Ironeye: [Obj] Defeat the Darkdrift Knight in Limveld,0,6110,1009312,-1,-1,-1,3,3,0,0,1139231,0,10004000,-1,0
6080,Ironeye: [Obj] Execute the traitor,0,6120,1009313,-1,-1,-1,3,2,0,0,1139231,0,10004000,-1,0
6090,Ironeye: [Obj] Talk to the Priestess,0,6130,1009314,-1,-1,-1,3,2,0,0,1139231,0,10004000,-1,0
6091,Ironeye: Chapter 7,0,1150,1009315,16060,106060,-1,3,0,0,0,0,0,10004000,-1,0
6100,Ironeye: [Obj] Conclude the remembrance,0,1150,1009316,-1,-1,-1,3,0,0,0,0,0,10004000,-1,0
6101,Ironeye: Chapter 8,0,1150,1009317,17070,106070,40292,3,0,0,0,0,0,10004000,-1,0
7000,Guardian: Chapter 1,0,-1,0,17000,107000,-1,2,0,0,0,0,0,10004000,-1,0
7001,Guardian: Chapter 2,0,-1,1009201,17010,107010,-1,2,0,0,0,0,0,10004000,-1,0
7002,Guardian: Chapter 3,0,-1,1009202,17020,107020,-1,2,0,0,0,0,0,10004000,-1,0
7003,Guardian: Chapter 4,0,-1,1009203,17030,107030,-1,2,2,0,0,1129230,0,10003217,-1,0
7010,Guardian: [Obj] Talk to the Iron Menial,0,7060,1009204,-1,-1,-1,2,2,0,0,1129230,0,10004000,-1,0
7030,Guardian: [Obj] Defeat the Guardian Golem in Limveld,0,7080,1009206,-1,-1,-1,2,3,0,0,1129230,0,10004000,-1,0
7040,Guardian: [Obj] Talk to the Iron Menial,0,7090,1009207,-1,-1,-1,2,2,0,0,1129230,0,10004000,-1,0
7050,Guardian: [Obj] Talk to the Iron Menial,0,7091,1009208,-1,-1,-1,2,2,0,0,1129230,0,10004000,-1,0
7051,Guardian: Chapter 5,0,1150,1009209,17040,107040,-1,2,0,0,0,0,0,10004000,-1,0
7052,Guardian: Chapter 6,0,-1,1009210,17050,107050,-1,2,2,0,0,1129231,0,10004000,107051,10001961
7060,Guardian: [Obj] Speak to the visitor,0,7110,1009211,-1,-1,-1,2,2,0,0,1129231,0,10004000,-1,0
7070,Guardian: [Obj] Speak to the visitor,0,7110,1009212,-1,-1,-1,2,2,0,0,1129231,0,10004000,-1,0
7080,Guardian: [Obj] Look around the Roundtable Hold,0,7130,1009213,-1,-1,-1,2,2,0,0,1129231,0,10004000,-1,0
7090,Guardian: [Obj] Speak to the visitor,0,7110,1009214,-1,-1,-1,2,2,0,0,1129231,0,10004000,-1,0
7091,Guardian: Chapter 7,0,1150,1009215,17060,107060,-1,2,2,0,0,1129232,0,10004000,-1,0
7100,Guardian: [Obj] Talk to the Iron Menial,0,7150,1009216,-1,-1,-1,2,2,0,0,1129232,0,10004000,-1,0
7110,Guardian: [Obj] Find the demon merchant in Limveld,0,7160,1009217,-1,-1,-1,2,3,0,0,1129232,0,10004000,-1,0
7120,Guardian: [Obj] Talk to the Iron Menial,0,7170,1009218,-1,-1,-1,2,2,0,0,1129232,0,10004000,-1,0
7130,Guardian: [Obj] Talk to the Iron Menial,0,7171,1009219,-1,-1,-1,2,2,0,0,1129232,0,10004000,-1,0
7140,Guardian: [Obj] Talk to the Iron Menial,0,7170,1009220,-1,-1,-1,2,2,0,0,1129232,0,10004000,-1,0
7141,Guardian: Chapter 8,0,1150,1009221,17070,107070,-1,2,0,0,0,0,0,10004000,-1,0
7142,Guardian: Chapter 9,0,-1,1009222,17080,107080,-1,2,2,0,0,1129233,0,10004000,-1,0
7150,Guardian: [Obj] Investigate the study bookshelf,0,7182,1009223,-1,-1,-1,2,2,0,0,1129233,0,10003006,-1,0
7160,Guardian: [Obj] Investigate the study bookshelf,0,7182,1009224,-1,-1,-1,2,2,0,0,1129233,0,10003006,-1,0
7170,Guardian: [Obj] Talk to the Recluse,0,7183,1009225,-1,-1,-1,2,2,0,0,1129233,0,10004000,-1,0
7180,Guardian: [Obj] Punish or forgive the Recluse,0,7200,1009226,-1,-1,-1,2,2,0,0,1129233,0,10004000,-1,0
7190,Guardian: [Obj] Punish or forgive the Recluse,0,7200,1009227,-1,-1,-1,2,2,0,0,1129233,0,10004000,-1,0
7200,Guardian: [Obj] Conclude the remembrance,0,1150,1009228,-1,-1,-1,2,2,0,0,1129233,0,10004000,-1,0
7201,Guardian: Chapter 10,0,1150,1009229,17090,107090,40291,2,0,0,0,0,0,10004000,-1,0
8000,Revenant: Chapter 1,0,0,1009600,18000,108000,-1,6,2,0,0,1169230,0,10004000,-1,0
8010,Revenant: [Obj] Talk to the Duchess,0,8000,1009601,-1,-1,-1,6,2,0,0,1169230,0,10004000,-1,0
8020,Revenant: [Obj] Talk to the Guardian,0,8010,1009602,-1,-1,-1,6,2,0,0,1169230,0,10004000,-1,0
8030,Revenant: [Obj] Defeat the Tricephalos or the
