ID,Name,unk_00,unk_01a,unk_01b,unk_02,unk_03,unk_04a,unk_04b,unk_04c,unk_04d,unk_05a,unk_05b,unk_05c,unk_05d,unk_06a,unk_06b,unk_06c,unk_06d,unk_07,unk_08,
0,,0,0,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,-1,-1
1,,0,3000,0,0,0,0,0,1,0,2,0,3,0,255,255,255,255,-1,-1
2,,0,3000,1,0,0,0,0,4,0,255,255,255,255,255,255,255,255,-1,-1
3,,1,3000,0,0,0,0,0,5,0,255,255,255,255,255,255,255,255,-1,-1
4,,1,3000,1,0,0,0,0,6,0,7,0,8,0,9,0,255,255,-1,-1
5,,0,0,255,604238,11,0,0,1,0,2,0,3,0,4,0,5,0,-1,-1
6,,0,0,255,604436,0,0,0,1,0,2,0,255,255,255,255,255,255,-1,-1
30000001,,1,3000,255,0,0,10,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30000002,,2,3000,255,0,0,20,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30000003,,3,3000,255,0,0,30,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30000004,,4,3000,255,0,0,40,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30000005,,5,3000,255,0,0,50,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300001,,1,3030,0,0,0,10,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300002,,2,3030,0,0,0,20,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300003,,3,3030,0,0,0,30,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300004,,4,3030,0,0,0,40,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300005,,5,3030,0,0,0,50,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300101,,1,3030,1,0,0,110,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300102,,2,3030,1,0,0,120,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300103,,3,3030,1,0,0,130,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300104,,4,3030,1,0,0,140,0,255,255,255,255,255,255,255,255,255,255,-1,-1
30300105,,5,3030,1,0,0,150,0,255,255,255,255,255,255,255,255,255,255,-1,-1
32000001,,1,3200,255,0,0,10,0,40,0,255,255,255,255,255,255,255,255,-1,-1
32000002,,2,3200,255,0,0,20,0,50,0,255,255,255,255,255,255,255,255,-1,-1
32000003,,3,3200,255,0,0,30,0,10,0,255,255,255,255,255,255,255,255,-1,-1
32000004,,4,3200,255,0,0,40,0,20,0,255,255,255,255,255,255,255,255,-1,-1
32000005,,5,3200,255,0,0,50,0,30,0,255,255,255,255,255,255,255,255,-1,-1
32100001,,1,3210,0,0,0,10,0,40,0,255,255,255,255,255,255,255,255,-1,-1
32100002,,2,3210,0,0,0,20,0,50,0,255,255,255,255,255,255,255,255,-1,-1
32100003,,3,3210,0,0,0,30,0,10,0,255,255,255,255,255,255,255,255,-1,-1
32100004,,4,3210,0,0,0,40,0,20,0,255,255,255,255,255,255,255,255,-1,-1
32100005,,5,3210,0,0,0,50,0,30,0,255,255,255,255,255,255,255,255,-1,-1
32100101,,1,3210,1,0,0,110,0,140,0,255,255,255,255,255,255,255,255,-1,-1
32100102,,2,3210,1,0,0,120,0,150,0,255,255,255,255,255,255,255,255,-1,-1
32100103,,3,3210,1,0,0,130,0,110,0,255,255,255,255,255,255,255,255,-1,-1
32100104,,4,3210,1,0,0,140,0,120,0,255,255,255,255,255,255,255,255,-1,-1
32100105,,5,3210,1,0,0,150,0,130,0,255,255,255,255,255,255,255,255,-1,-1
32100201,,1,3210,2,0,0,210,0,240,0,255,255,255,255,255,255,255,255,-1,-1
32100202,,2,3210,2,0,0,220,0,250,0,255,255,255,255,255,255,255,255,-1,-1
32100203,,3,3210,2,0,0,230,0,210,0,255,255,255,255,255,255,255,255,-1,-1
32100204,,4,3210,2,0,0,240,0,220,0,255,255,255,255,255,255,255,255,-1,-1
32100205,,5,3210,2,0,0,250,0,230,0,255,255,255,255,255,255,255,255,-1,-1
32200001,,1,3220,0,0,0,10,0,40,0,255,255,255,255,255,255,255,255,-1,-1
32200002,,2,3220,0,0,0,20,0,50,0,255,255,255,255,255,255,255,255,-1,-1
32200003,,3,3220,0,0,0,30,0,10,0,255,255,255,255,255,255,255,255,-1,-1
32200004,,4,3220,0,0,0,40,0,20,0,255,255,255,255,255,255,255,255,-1,-1
32200005,,5,3220,0,0,0,50,0,30,0,255,255,255,255,255,255,255,255,-1,-1
32200101,,1,3220,1,0,0,110,0,140,0,255,255,255,255,255,255,255,255,-1,-1
32200102,,2,3220,1,0,0,120,0,150,0,255,255,255,255,255,255,255,255,-1,-1
32200103,,3,3220,1,0,0,130,0,110,0,255,255,255,255,255,255,255,255,-1,-1
32200104,,4,3220,1,0,0,140,0,120,0,255,255,255,255,255,255,255,255,-1,-1
32200105,,5,3220,1,0,0,150,0,130,0,255,255,255,255,255,255,255,255,-1,-1
34000001,,1,3400,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
34000002,,2,3400,0,0,0,10,0,80,0,255,255,255,255,255,255,255,255,-1,-1
34000003,,3,3400,0,0,0,10,0,50,0,255,255,255,255,255,255,255,255,-1,-1
34000004,,4,3400,0,0,0,20,0,60,0,255,255,255,255,255,255,255,255,-1,-1
34000005,,5,3400,0,0,0,20,0,70,0,255,255,255,255,255,255,255,255,-1,-1
34000101,,1,3400,1,0,0,110,0,140,0,255,255,255,255,255,255,255,255,-1,-1
34000102,,2,3400,1,0,0,110,0,170,0,255,255,255,255,255,255,255,255,-1,-1
34000103,,3,3400,1,0,0,120,0,160,0,255,255,255,255,255,255,255,255,-1,-1
34000104,,4,3400,1,0,0,120,0,150,0,255,255,255,255,255,255,255,255,-1,-1
34000105,,5,3400,1,0,0,120,0,180,0,255,255,255,255,255,255,255,255,-1,-1
34000201,,1,3400,2,0,0,210,0,250,0,255,255,255,255,255,255,255,255,-1,-1
34000202,,2,3400,2,0,0,210,0,4,1,255,255,255,255,255,255,255,255,-1,-1
34000203,,3,3400,2,0,0,210,0,14,1,255,255,255,255,255,255,255,255,-1,-1
34000204,,4,3400,2,0,0,220,0,240,0,255,255,255,255,255,255,255,255,-1,-1
34000205,,5,3400,2,0,0,220,0,230,0,255,255,255,255,255,255,255,255,-1,-1
34000301,,1,3400,3,0,0,54,1,104,1,255,255,255,255,255,255,255,255,-1,-1
34000302,,2,3400,3,0,0,54,1,94,1,255,255,255,255,255,255,255,255,-1,-1
34000303,,3,3400,3,0,0,64,1,124,1,255,255,255,255,255,255,255,255,-1,-1
34000304,,4,3400,3,0,0,64,1,74,1,255,255,255,255,255,255,255,255,-1,-1
34000305,,5,3400,3,0,0,64,1,84,1,255,255,255,255,255,255,255,255,-1,-1
34100001,,1,3410,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
34100002,,2,3410,0,0,0,10,0,80,0,255,255,255,255,255,255,255,255,-1,-1
34100003,,3,3410,0,0,0,10,0,50,0,255,255,255,255,255,255,255,255,-1,-1
34100004,,4,3410,0,0,0,20,0,60,0,255,255,255,255,255,255,255,255,-1,-1
34100005,,5,3410,0,0,0,20,0,70,0,255,255,255,255,255,255,255,255,-1,-1
34100101,,1,3410,1,0,0,110,0,140,0,255,255,255,255,255,255,255,255,-1,-1
34100102,,2,3410,1,0,0,110,0,170,0,255,255,255,255,255,255,255,255,-1,-1
34100103,,3,3410,1,0,0,120,0,160,0,255,255,255,255,255,255,255,255,-1,-1
34100104,,4,3410,1,0,0,120,0,150,0,255,255,255,255,255,255,255,255,-1,-1
34100105,,5,3410,1,0,0,120,0,180,0,255,255,255,255,255,255,255,255,-1,-1
34100201,,1,3410,2,0,0,210,0,250,0,255,255,255,255,255,255,255,255,-1,-1
34100202,,2,3410,2,0,0,210,0,4,1,255,255,255,255,255,255,255,255,-1,-1
34100203,,3,3410,2,0,0,210,0,14,1,255,255,255,255,255,255,255,255,-1,-1
34100204,,4,3410,2,0,0,220,0,240,0,255,255,255,255,255,255,255,255,-1,-1
34100205,,5,3410,2,0,0,220,0,230,0,255,255,255,255,255,255,255,255,-1,-1
34100301,,1,3410,3,0,0,54,1,104,1,255,255,255,255,255,255,255,255,-1,-1
34100302,,2,3410,3,0,0,54,1,94,1,255,255,255,255,255,255,255,255,-1,-1
34100303,,3,3410,3,0,0,64,1,124,1,255,255,255,255,255,255,255,255,-1,-1
34100304,,4,3410,3,0,0,64,1,74,1,255,255,255,255,255,255,255,255,-1,-1
34100305,,5,3410,3,0,0,64,1,84,1,255,255,255,255,255,255,255,255,-1,-1
34100401,,1,3410,4,0,0,154,1,224,1,255,255,255,255,255,255,255,255,-1,-1
34100402,,2,3410,4,0,0,154,1,174,1,255,255,255,255,255,255,255,255,-1,-1
34100403,,3,3410,4,0,0,164,1,184,1,255,255,255,255,255,255,255,255,-1,-1
34100404,,4,3410,4,0,0,164,1,194,1,255,255,255,255,255,255,255,255,-1,-1
34100405,,5,3410,4,0,0,164,1,204,1,255,255,255,255,255,255,255,255,-1,-1
34200001,,1,3420,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
34200002,,2,3420,0,0,0,10,0,80,0,255,255,255,255,255,255,255,255,-1,-1
34200003,,3,3420,0,0,0,10,0,50,0,255,255,255,255,255,255,255,255,-1,-1
34200004,,4,3420,0,0,0,20,0,60,0,255,255,255,255,255,255,255,255,-1,-1
34200005,,5,3420,0,0,0,20,0,70,0,255,255,255,255,255,255,255,255,-1,-1
34300001,,1,3430,0,0,0,10,0,40,0,255,255,255,255,255,255,255,255,-1,-1
34300002,,2,3430,0,0,0,10,0,70,0,255,255,255,255,255,255,255,255,-1,-1
34300003,,3,3430,0,0,0,20,0,60,0,255,255,255,255,255,255,255,255,-1,-1
34300004,,4,3430,0,0,0,20,0,50,0,255,255,255,255,255,255,255,255,-1,-1
34300005,,5,3430,0,0,0,20,0,80,0,255,255,255,255,255,255,255,255,-1,-1
38000001,,1,3800,0,0,0,10,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000002,,2,3800,0,0,0,20,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000003,,3,3800,0,0,0,30,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000004,,4,3800,0,0,0,40,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000005,,5,3800,0,0,0,50,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000101,,1,3800,1,0,0,110,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000102,,2,3800,1,0,0,120,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000103,,3,3800,1,0,0,130,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000104,,4,3800,1,0,0,140,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38000105,,5,3800,1,0,0,150,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100001,,1,3810,0,0,0,10,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100002,,2,3810,0,0,0,20,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100003,,3,3810,0,0,0,30,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100004,,4,3810,0,0,0,40,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100005,,5,3810,0,0,0,50,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100101,,1,3810,1,0,0,110,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100102,,2,3810,1,0,0,120,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100103,,3,3810,1,0,0,130,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100104,,4,3810,1,0,0,140,0,255,255,255,255,255,255,255,255,255,255,-1,-1
38100105,,5,3810,1,0,0,150,0,255,255,255,255,255,255,255,255,255,255,-1,-1
50000001,,1,5000,1,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50000002,,2,5000,1,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50000003,,3,5000,1,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50000004,,4,5000,1,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50000005,,5,5000,1,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50010001,,1,5001,1,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50010002,,2,5001,1,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50010003,,3,5001,1,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50010004,,4,5001,1,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50010005,,5,5001,1,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50020001,,1,5002,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50020002,,2,5002,0,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50020003,,3,5002,0,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50020004,,4,5002,0,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50020005,,5,5002,0,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50030001,,1,5003,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50030002,,2,5003,0,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50030003,,3,5003,0,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50030004,,4,5003,0,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50030005,,5,5003,0,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50040001,,1,5004,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50040002,,2,5004,0,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50040003,,3,5004,0,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50040004,,4,5004,0,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50040005,,5,5004,0,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50050001,,1,5005,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50050002,,2,5005,0,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50050003,,3,5005,0,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50050004,,4,5005,0,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50050005,,5,5005,0,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50060001,,1,5006,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
50060002,,2,5006,0,0,0,20,0,40,0,255,255,255,255,255,255,255,255,-1,-1
50060003,,3,5006,0,0,0,30,0,50,0,255,255,255,255,255,255,255,255,-1,-1
50060004,,4,5006,0,0,0,40,0,10,0,255,255,255,255,255,255,255,255,-1,-1
50060005,,5,5006,0,0,0,50,0,20,0,255,255,255,255,255,255,255,255,-1,-1
50100001,,1,5010,0,0,0,10,0,30,0,255,255,255,255,255,255,255,255,-1,-1
