ID,Name,spEffectId,iconId,secondaryIconId,displayNumericValue,displayPercentageSymbol,numericValue,graceSpEffectId,
1,[Night Horde] Favor of the Night,6999000,21206,-1,2,0,0,-1
2,[Shrouded City] Favor of Noklateo- the Shrouded City,6999100,21291,-1,2,0,0,-1
3,[Rotted Woods] Favor of the Rotted Woods,6999200,21291,-1,2,0,0,-1
4,[Mountaintop] Favor of the Mountaintop,6999300,21206,-1,2,0,0,-1
5,[Failed Event] Unhealed Wound Carved by the Night,6999400,20900,-1,2,0,0,-1
10,[Mountaintop] Favor of the Mountaintop,6999300,21206,-1,2,0,0,-1
11,[Mountaintop] Improved Frost Resistance,6999310,21208,-1,2,0,0,-1
12,[Mountaintop] Attack Boost [Dragons],6999320,21206,-1,2,0,0,-1
13,[Great Hollow] Favor of the Great Hollow,6999610,21297,-1,2,0,0,-1
14,[Rotted Woods vs Dreglord] Decayed Favor of the Rotted Woods,6999201,21291,-1,2,0,0,-1
100,[Key Item] Slate Whetstone,9700,21850,40229,2,0,0,-1
101,[Key Item] Silver Tear,9701,21851,40229,2,0,0,-1
102,[Key Item] Golden Dew,9702,21852,40229,2,0,0,-1
103,[Key Item] Weathervane's Words,9703,21853,40229,2,0,0,-1
104,[Key Item] Blessed Flowers,9704,21854,40229,2,0,0,-1
106,[Key Item] Golden Sprout,9706,21856,40229,2,0,0,-1
107,[Key Item] Night Shard,9707,21857,40229,2,0,0,-1
108,[Key Item] Vestige of Night,9708,21858,40229,2,0,0,-1
109,,9709,21859,40229,2,0,0,-1
110,[Key Item] Traitor's Letter,9710,21860,40229,2,0,0,-1
111,[Key Item] Edge of Order,9711,21861,40229,2,0,0,-1
113,[Key Item] Stone Stake,9713,21863,40229,2,0,0,-1
114,[Key Item] Third Volume,9714,21864,40229,2,0,0,-1
115,[Key Item] Witch's Brooch,9715,21865,40229,2,0,0,-1
116,[Key Item] Blade of Night Fragment,9716,21866,40229,2,0,0,-1
118,[Key Item] Mended Earring,9718,21868,40229,2,0,0,-1
119,[Key Item] Faded Iron Coins,9719,21869,40229,2,0,0,-1
120,[Key Item] Eerie Charm,9720,21870,40229,2,0,0,-1
121,[Key Item] Merchant's Ledger,9721,21871,40229,2,0,0,-1
130,[Key Item] Primordial Nightlord's Rune,9730,21872,40229,2,0,0,-1
131,[Key Item] Trace of Night,9731,21873,40229,2,0,0,-1
132,[Key Item] Trace of Night,9732,21873,40229,2,0,0,-1
133,[Key Item] Trace of Night,9733,21873,40229,2,0,0,-1
134,[Key Item] Torn Braided Cord,9734,21874,40229,2,0,0,-1
136,[Key Item] Black Claw Necklace,9736,21876,40229,2,0,0,-1
137,[Key Item] Double Sided Coin,9737,21877,40229,2,0,0,-1
138,[Key Item] Crown Medal,9738,21878,40229,2,0,0,-1
139,[Key Item] Pita Bread,9739,21879,40229,2,0,0,-1
140,[Key Item] Second Volume,9740,21880,40229,2,0,0,-1
142,[Key Item] Iron Menial's Scrawl,9742,21882,40229,2,0,0,-1
143,[Key Item] Blessed Iron Coin,9743,21883,40229,2,0,0,-1
144,[Key Item] Cracked Witch's Brooch,9744,21884,40229,2,0,0,-1
145,[Key Item] Virtuous Thief's Key,9745,21885,40229,2,0,0,-1
146,[Key Item] Torn-Out Paper Scrap,9746,21886,40229,2,0,0,-1
147,[Key Item] The Wylder's Earring,9747,19152,40229,2,0,0,-1
148,[Key Item] Bone-Like Stone,9748,19166,40229,2,0,0,-1
150,[Key Item] Leather Monocle Case,9800,21890,40229,2,0,0,-1
151,[Key Item] Scholar's Primal Core,9801,21891,40229,2,0,0,-1
152,[Key Item] Night-Hued Glass,9802,21892,40229,2,0,0,-1
153,[Key Item] Vassal's Journal,9803,21893,40229,2,0,0,-1
154,[Key Item] Cleansing Tear,9804,21894,40229,2,0,0,-1
155,[Key Item] Returned Leather Case,9805,21895,40229,2,0,0,-1
156,[Key Item] Headband of the Golden Ones,9806,21896,40229,2,0,0,-1
157,[Key Item] Bundled Paper,9807,21897,40229,2,0,0,-1
160,[Key Item] Dismembered Finger,9808,250,40229,2,0,0,-1
201,[Key Item] Primordial Nightlord's Rune,9730,21872,40229,2,0,0,-1
500,[Great Hollow] False vision of a Great Rune,98290,21690,-1,2,0,0,-1
8000000,Increased Maximum HP (+10%),8000000,21291,-1,3,1,10,-1
8000001,Increased Maximum HP (+15%),8000001,21291,-1,3,1,15,-1
8010000,Increased Maximum FP (+10%),8010000,21292,-1,3,1,10,-1
8010001,Increased Maximum FP (+15%),8010001,21292,-1,3,1,15,-1
8010100,Reduced FP Consumption (+10%),8010100,21292,-1,3,1,10,-1
8010101,Reduced FP Consumption (+15%),8010101,21292,-1,3,1,15,-1
8020000,Increased Max Stamina (+10%),8020000,21293,-1,3,1,10,-1
8020001,Increased Max Stamina (+15%),8020001,21293,-1,3,1,15,-1
8020200,Improved Stamina Recovery (+4),8020200,21293,-1,3,0,4,-1
8020201,Improved Stamina Recovery (+6),8020201,21293,-1,3,0,6,-1
8100000,Improved Physical Attack Power (+6%),8100000,21206,-1,3,1,6,-1
8100001,Improved Physical Attack Power (+9%),8100001,21206,-1,3,1,9,-1
8100500,Improved Affinity Attack Power (+5%),8100500,21206,-1,3,1,5,-1
8100501,Improved Affinity Attack Power (+8%),8100501,21206,-1,3,1,8,-1
8120000,Improved Stance-Breaking (+10%),8120000,21206,-1,3,1,10,-1
8120001,Improved Stance-Breaking (+15%),8120001,21206,-1,3,1,15,-1
8200000,Improved Physical Damage Negation (+12%),8200000,21208,-1,3,1,12,-1
8200001,Improved Physical Damage Negation (+18%),8200001,21208,-1,3,1,18,-1
8200500,Improved Affinity Damage Negation (+12%),8200500,21208,-1,3,1,12,-1
8200501,Improved Affinity Damage Negation (+18%),8200501,21208,-1,3,1,18,-1
8210700,All Resistances Up (+57),8210700,21208,-1,3,0,57,-1
8210701,All Resistances Up (+75),8210701,21208,-1,3,0,75,-1
8230000,Improved Poise (+25%),8230000,21208,-1,3,1,25,-1
8230001,Improved Poise (+38%),8230001,21208,-1,3,1,38,-1
8330103,Improved Sorceries and Incantations (+7%),8330103,21207,-1,3,1,7,-1
8330104,Improved Sorceries and Incantations (+11%),8330104,21207,-1,3,1,11,-1
8330500,Extended Sorcery and Incantation Duration (+100%),8330500,21207,-1,3,1,100,-1
8330700,Dragonwound upon Dragon Communion,8330700,21207,-1,2,0,0,-1
8350400,Successful Parries Activate Golden Retaliation,8350400,21222,-1,2,0,0,-1
8360000,Improved Ultimate Art Gauge Charge Speed (+6%),8360000,21206,-1,3,1,6,-1
8370000,Character Skill Cooldown Reduction (+10%),8370000,21206,-1,3,1,10,-1
8410000,Improved Dodging,8410000,21222,-1,2,0,0,-1
8410100,Lightning upon Dodging,8410100,21222,-1,2,0,0,-1
8420100,Guard Counters Activate Holy Attacks,8420100,21206,-1,2,0,0,-1
8420200,Guard Counters Activate Summoning Attack,8420200,21206,-1,2,0,0,-1
8430000,Improved Thrusting Counterattack (+20%),8430000,21206,-1,3,1,20,-1
