ID,Name,unknown_0,unknown_1a,unknown_1b,endPadding,
0,,50,0,-16,[0|0|0|0|0|0|0|0]
1,,50,0,-16,[0|0|0|0|0|0|0|0]
2,,34,0,-16,[0|0|0|0|0|0|0|0]
3,,47,0,-16,[0|0|0|0|0|0|0|0]
4,,22,0,-40,[0|0|0|0|0|0|0|0]
5,,40,0,-6,[0|0|0|0|0|0|0|0]
6,,0,55,-18,[0|0|0|0|0|0|0|0]
7,,0,22,0,[0|0|0|0|0|0|0|0]
8,,50,0,-16,[0|0|0|0|0|0|0|0]
9,,30,0,-55,[0|0|0|0|0|0|0|0]
10,,40,0,-16,[0|0|0|0|0|0|0|0]
11,,0,40,-35,[0|0|0|0|0|0|0|0]
12,,0,40,-26,[0|0|0|0|0|0|0|0]
13,,0,24,-26,[0|0|0|0|0|0|0|0]
14,,0,20,-26,[0|0|0|0|0|0|0|0]
15,,0,30,0,[0|0|0|0|0|0|0|0]
16,,50,0,-11,[0|0|0|0|0|0|0|0]
17,,0,60,-128,[0|0|0|0|0|0|0|0]
18,,0,30,-20,[0|0|0|0|0|0|0|0]
