ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,charaInitParamId,characterSelectPoseAnim,characterSelectCameraId,changeGarbCameraId,changeGarbPoseAnim,hpGrade,fpGrade,staminaGrade,strengthGrade,dexterityGrade,intelligenceGrade,faithGrade,arcaneGrade,
1000,Wylder,1,0,[0|0|0],50000,99910,2,5,99920,1,3,2,1,2,3,3,3
1001,Guardian,1,0,[0|0|0],50100,99911,1,4,99921,0,3,1,2,3,4,3,3
1002,Ironeye,0,0,[0|0|0],50200,99912,2,5,99922,3,3,2,3,1,4,4,2
1003,Duchess,1,0,[0|0|0],50300,99913,3,5,99923,3,2,4,4,2,1,2,3
1004,Raider,0,0,[0|0|0],50400,99914,1,4,99924,1,4,1,0,3,4,4,3
1005,Revenant,0,0,[0|0|0],50500,99915,3,6,99925,4,1,4,3,3,2,0,2
1006,Recluse,1,0,[0|0|0],50600,99916,2,5,99926,4,1,3,4,3,0,0,3
1007,Executor,0,0,[0|0|0],50700,99917,2,5,99927,2,4,2,3,0,4,4,0
2008,Scholar,1,0,[0|0|0],50800,99918,2,5,99928,2,2,2,4,3,3,3,0
2009,Undertaker,1,0,[0|0|0],50900,99919,2,5,99929,2,3,3,1,4,4,1,3
