ID,Name,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,lv23_BorderDist,lv23_PlayDist,lv34_BorderDist,lv34_PlayDist,lv45_BorderDist,lv45_PlayDist,tex_lv01_BorderDist,tex_lv01_PlayDist,enableCrossFade,drawDist,drawFadeRange,shadowDrawDist,shadowFadeRange,motionBlur_BorderDist,isPointLightShadowSrc,isDirLightShadowSrc,isShadowDst,isShadowOnly,drawByReflectCam,drawOnlyReflectCam,IncludeLodMapLv,isNoFarClipDraw,lodType,shadowDrawLodOffset,isTraceCameraXZ,isSkydomeDrawPhase,DistantViewModel_BorderDist,DistantViewModel_PlayDist,LimtedActivate_BorderDist_forGrid,LimtedActivate_PlayDist_forGrid,zSortOffsetForNoFarClipDraw,shadowDrawAlphaTestDist,fowardDrawEnvmapBlendType,LBDrawDistScaleParamID,resereve,
0,,15,1,30,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1,,40,1,1000,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
2,,15,1,1000,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3,,1000,1,2000,2,9999,0,9999,0,9999,0,0,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4,,1,0,3,0,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5,,5,1,20,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
6,,10,1,25,2,9999,0,9999,0,9999,0,0,1,0,9999,1,9999,1,20,1,1,1,0,0,0,-1,0,8,0,0,0,30,5,-1,10,0,9999,0,1,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7,,10,1,25,2,9999,0,9999,0,9999,0,0,1,0,9999,1,40,1,20,1,1,1,0,0,0,-1,0,9,0,0,0,30,5,-1,10,0,9999,0,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
8,,5,1,20,2,9999,0,9999,0,9999,0,0,1,0,100,1,1,0,20,0,1,1,0,0,0,-1,0,10,0,0,0,30,5,-1,10,0,9999,0,3,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
9,,10,1,25,2,9999,0,9999,0,9999,0,0,1,0,9999,1,40,1,20,1,1,1,0,0,0,-1,0,9,0,0,0,30,5,-1,10,0,9999,0,2,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10,,5,2,10,2,9999,0,9999,0,9999,0,25,3,1,100,2,30,5,10,1,1,1,0,0,0,-1,0,4,0,0,0,30,5,-1,10,0,15,0,10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
11,,10,3,20,3,9999,0,9999,0,9999,0,35,5,1,150,3,60,15,20,1,1,1,0,0,0,-1,0,5,0,0,0,30,5,-1,10,0,30,0,11,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
12,,20,4,40,4,9999,0,9999,0,9999,0,40,10,1,250,5,180,20,30,1,1,1,0,0,0,-1,0,6,0,0,0,30,5,-1,10,0,90,0,12,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
13,,40,5,80,5,9999,0,9999,0,9999,0,60,10,1,500,8,220,25,45,1,1,1,0,0,0,-1,0,7,0,0,0,30,5,-1,10,0,110,0,13,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
14,,60,10,200,10,9999,0,9999,0,9999,0,75,10,1,1000,20,250,40,60,1,1,1,0,0,0,-1,0,7,0,0,0,30,5,-1,10,0,125,0,13,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
15,,100,20,400,20,9999,0,9999,0,9999,0,100,10,1,2000,40,300,50,75,1,1,1,0,0,0,-1,0,7,0,0,0,30,5,-1,10,0,150,0,13,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
16,,5,1,10,2,9999,0,9999,0,9999,0,0,0,1,9999,10,9999,10,100,1,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
17,,10,3,20,3,9999,0,9999,0,9999,0,35,5,1,150,3,1,0,20,0,0,1,0,0,0,-1,0,5,0,0,0,30,5,-1,10,0,30,0,11,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
18,,100,3,200,3,9999,0,9999,0,9999,0,0.1,1,1,50,2,1,0,10,1,0,0,0,0,0,-1,0,7,0,0,0,30,5,-1,10,0,9999,0,13,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
