ID,Name,unknown_0,modifier1,modifier2,unknown_3,unknown_4a,targetBoss1,targetBoss2,unknown_4d,unknown_5,fh_unknown_00,
0,,1,0,0,-1,0,-1,-1,0,-1,0
101,,0,11,419,100,1,-1,-1,0,-1,0
201,,0,12,0,200,1,-1,-1,0,-1,0
301,,0,13,0,300,1,-1,-1,0,-1,0
10101,Lot for Personal Scenario (Wylder): Mission 1 - Grindstone Collection,0,0,13,-1,0,-1,-1,0,-1,14
10102,Lot for Personal Scenario (Wylder): Mission 2 - Silver Droplet,0,15,0,-1,0,-1,-1,0,-1,0
10202,Lot for Personal Scenario (Guardian): Mission 2 - Defeat Golem,0,0,15,-1,0,-1,-1,0,-1,14
10203,Lot for Personal Scenario (Guardian): Mission 3 - Baphomet Trade,0,1100,0,-1,0,4,-1,0,-1,0
10301,Lot for Personal Scenario (Ironeye): Mission 1 - Eliminate the Sick,0,140,0,-1,0,-1,-1,0,-1,0
10302,Lot for Personal Scenario (Ironeye): Mission 2 - Defeat the Sinners,0,0,11,-1,0,-1,-1,0,300,14
10303,Lot for Personal Scenario (Ironeye): Mission 3 - Defeat the Centaur,0,9000,9000,-1,0,5,-1,0,-1,0
10401,Lot for Personal Scenario (Duchess): Mission 1 - Collect Flowers,0,0,15,-1,0,-1,-1,0,-1,14
10403,Lot for Personal Scenario (Duchess): Mission 2 - Find News,0,0,0,-1,0,-1,-1,0,-1,14
10601,Lot for Personal Scenario (Revenant): Mission 1 - Defeat the Night Servant,0,9000,9000,-1,0,0,5,0,-1,0
10701,Lot for Personal Scenario (Recluse): Mission 1 - ?,0,0,0,-1,0,-1,-1,0,-1,14
10702,Lot for Personal Scenario (Recluse): Mission 2 - ?,0,220,0,-1,0,-1,-1,0,-1,0
10802,Lot for Personal Scenario (Executor): Mission 2 - ?,0,11,0,-1,0,-1,-1,0,-1,0
10803,Lot for Personal Scenario (Executor): Mission 3 - ?,0,0,0,-1,0,-1,-1,0,-1,14
100000,,0,0,900,0,0,-1,-1,0,-1,0
100100,,0,0,600,0,0,-1,-1,0,-1,0
100200,,0,0,0,0,0,-1,-1,0,-1,0
100300,,0,0,601,0,0,-1,-1,0,-1,0
100400,,0,0,603,0,0,-1,-1,0,-1,0
100500,,0,0,602,0,0,-1,-1,0,-1,0
100600,,0,0,0,0,0,-1,-1,0,-1,0
100700,,0,0,0,0,0,-1,-1,0,-1,0
100800,,0,0,0,0,0,-1,-1,0,-1,0
1010901,,1,14000,14,0,0,-1,-1,0,-1,0
1010902,,1,9000,9000,0,0,9,-1,0,-1,0
1011001,,1,14,0,0,0,-1,-1,0,-1,0
