ID,Name,resId,unknown_0,unknown_1,textId,seId,canMixMapName,pad2,pad3,unknown_2,unknown_3,unknown_4,unknown_5,unknown_6,unknown_7,unknown_8,unknown_9,unknown_10,unknown_11,pad4,
0,,0,0,0,-1,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1000,DEMIGOD FELLED,1000,0,0,336001,800000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1010,LEGEND FELLED,1010,0,0,336002,800000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1020,GREAT ENEMY FELLED,1020,0,0,336003,800000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1030,ENEMY FELLED,1030,0,0,336004,800000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1040,NIGHTLORD SLAIN,1050,0,0,336005,800000001,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1050,NIGHT REPULSED,1050,0,0,336006,800000006,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1051,NIGHTLORD FELLED,1050,0,0,336007,800000005,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1052,,1050,0,0,336012,800000005,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1053,,1050,0,0,336013,800000005,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1060,RIVAL FELLED,1000,0,0,336008,700000011,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1061,DARKNESS BANISHED,1000,0,0,336009,800000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1070,VICTORY ACHIEVED,1200,0,0,336010,800000002,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1080,HEIR OF FIRE DESTROYED,1300,0,0,336011,800000003,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1100,INVADER VANQUISHED,1100,0,0,336101,700000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1200,COMMENCE,1000,0,0,336910,700000010,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
1201,VICTORY,1000,0,0,336911,700000011,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
2000,LOST GRACE DISCOVERED,2000,0,0,336200,400000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
2110,,2110,1,0,-1,8000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
2200,POWER GAINED,2200,0,0,336210,600000001,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
2210,LEGEND FORGED,2200,0,0,336220,600000001,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
2300,OBJECTIVE ACHIEVED,2200,0,0,336920,600000001,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3000,YOU DIED,3000,0,0,336300,900000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3010,YOU DIED,3010,0,0,336300,900000000,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3100,POISON,3100,2,0,331202,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3101,SCARLET ROT,3100,2,0,331203,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3102,BLOOD LOSS,3100,2,0,331201,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3103,FROSTBITE,3100,2,0,331200,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3104,SLEEP,3100,2,0,331204,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3105,MADNESS,3100,2,0,331205,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3106,DEATH BLIGHTED,3100,2,0,331207,-1,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3107,LEVEL LOST,3100,2,0,331208,600000010,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
3108,LEVEL ABSORBED,3100,2,0,331209,600000010,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4000,VICTORY,4000,0,0,336400,800000010,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4010,DEFEAT,4010,0,0,336410,900000010,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4099,DAY I,4099,3,0,336419,7201,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4100,DAY II,4100,3,0,336420,7202,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4101,DAY III,4101,3,0,336421,7203,0,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4200,The Night's tide grows stronger,4200,3,0,423100,4010,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4201,Rains gather-
portending the tide of Night,4200,3,0,423120,4020,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
4300,The threat of Night emerges,4200,3,0,337994,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
5000,Matchmaking...,5000,3,0,336900,4510,1,0,[0|0|0|0|0],-128,-65,9,36,5,0,-1,-1,-1,-1,[0|0|0|0]
5001,Preparing...,5000,3,0,336903,4510,1,0,[0|0|0|0|0],-128,-65,10,36,5,0,-1,-1,-1,-1,[0|0|0|0]
5100,Matchmaking complete,5000,3,0,336901,4500,1,0,[0|0|0|0|0],-64,64,9,36,5,0,-1,-1,-1,-1,[0|0|0|0]
5101,Ready to commence expedition,5001,3,0,336902,4500,1,0,[0|0|0|0|0],-64,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
5102,Matchmaking cancelled,5001,3,0,336904,-1,1,0,[0|0|0|0|0],-64,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6010,A Fell Omen arrives,4200,3,0,338000,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6020,Giant bubbles are forming,4200,3,0,338040,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6030,A demon casts its curse,4200,3,0,338080,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6040,A plague of locusts befalls the land,4200,3,0,338130,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6050,The Night threatens us anew,4200,3,0,338170,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6060,A meteorite has fallen,4200,3,0,338180,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6070,The Night hordes multiply...,4200,3,0,338200,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6071,Other worlds spur the hordes,4200,3,0,338210,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6080,A flame of frenzy appears,4200,3,0,338230,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
6090,,4200,3,0,338500,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
7000,,4200,3,0,338700,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
7010,,4200,3,0,338600,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8000,,4200,3,0,337931,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8001,,4200,3,0,337933,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8002,,4200,3,0,337932,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8003,,4200,3,0,337934,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8004,,4200,3,0,337935,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8005,,4200,3,0,337936,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8006,,4200,3,0,337937,2220,1,0,[0|0|0|0|0],-32,64,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
8100,,4200,3,0,337995,2220,1,0,[0|0|0|0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,[0|0|0|0]
10000,<?playerName1?>,10000,0,0,336500,-1,1,0,[0|0|0|0|0],-128,-65,117,34,5,0,118,34,5,0,[0|0|0|0]
10001,,10001,0,0,336500,-1,1,0,[0|0|0|0|0],-128,-65,117,34,5,0,-1,-1,-1,-1,[0|0|0|0]
