ID,Name,categoryId,mutationCount,isTeamMutation,mutationId,smallBaseId,variation,mapUnk_1,mapUnk_2,mapUnk_3,randomAppearId,modifierMapId1,unk_06,modifierMapId2,modifierMapId3,unk_09,unk_10,unk_11,
20000000,,120,1,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
20100000,,120,1,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0
20200000,,120,1,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0
20300000,,120,1,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,0
20400000,,120,1,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0
20500000,,120,1,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0
20600000,,120,1,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0
20700000,,120,1,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0
20800000,,120,1,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0
20900000,,120,1,0,0,2090,0,0,0,0,0,0,0,0,0,0,0,0
21000000,,120,1,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0
21100000,,120,1,0,0,2110,0,0,0,0,0,0,0,0,0,0,0,0
21200000,,120,1,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0
21300000,,120,1,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,0
21400000,,120,1,0,0,2140,0,0,0,0,0,0,0,0,0,0,0,0
21500000,,120,1,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0
30000000,,110,1,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000001,,102,1,0,10,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000002,,102,1,0,20,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000003,,102,1,0,30,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000004,,102,1,0,40,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000005,,102,1,0,50,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000006,,102,1,0,60,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000007,,102,1,0,70,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000008,,102,1,0,80,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000009,,102,1,0,90,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000010,,102,1,0,100,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000011,,102,1,0,110,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000012,,101,1,0,120,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000013,,101,1,0,130,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000014,,101,1,0,140,3000,0,0,0,0,0,0,0,0,0,0,0,0
30000015,,101,1,0,150,3000,0,0,0,0,0,0,0,0,0,0,0,0
