ID,Name,unknown_0,unknown_1a,unknown_1b,unknown_1c,unknown_1d,unknown_2a,unknown_2b,unknown_2c,unknown_2e,eventFlag_unk1,eventFlag_unk2,charaInitParamId,
1,,0,4,0,0,0,1,1,1,0,1109000,0,20300
2,,0,4,0,0,0,2,75,1,0,1109005,0,20300
3,,0,4,0,0,0,3,1,1,0,1109006,0,20300
4,,0,4,0,0,0,4,1,1,0,1109010,0,20300
10,,0,18,0,0,0,1,1,1,0,0,0,-1
11,,0,18,0,0,0,2,1,1,0,0,0,-1
12,,0,18,0,0,0,3,1,1,0,0,0,-1
13,,0,18,0,0,0,4,1,1,0,0,0,-1
14,,0,15,0,0,0,1,1,1,0,0,0,-1
15,,0,15,0,0,0,2,1,1,0,0,0,-1
16,,0,15,0,0,0,3,1,1,0,0,0,-1
17,,0,15,0,0,0,4,1,1,0,0,0,-1
18,,0,20,0,0,0,1,1,1,0,0,1119061,-1
19,,0,20,0,0,0,2,1,1,0,0,1119061,-1
20,,0,20,0,0,0,3,1,1,0,0,1119061,-1
21,,0,20,0,0,0,4,1,1,0,0,1119061,-1
22,,0,21,0,0,0,1,1,1,0,0,1119061,-1
23,,0,21,0,0,0,2,1,1,0,0,1119061,-1
24,,0,21,0,0,0,3,1,1,0,0,1119061,-1
25,,0,21,0,0,0,4,1,1,0,0,1119061,-1
26,,0,22,0,0,0,1,1,1,0,0,1119061,-1
27,,0,22,0,0,0,2,1,1,0,0,1119061,-1
28,,0,22,0,0,0,3,1,1,0,0,1119061,-1
29,,0,22,0,0,0,4,1,1,0,0,1119061,-1
30,,0,23,0,0,0,1,1,1,0,0,1129203,-1
31,,0,23,0,0,0,2,1,1,0,0,1129203,-1
32,,0,23,0,0,0,3,1,1,0,0,1129203,-1
33,,0,23,0,0,0,4,1,1,0,0,1129203,-1
50,,0,33,0,0,0,1,1,1,0,6037,0,-1
51,,0,33,0,0,0,2,1,1,0,6037,0,-1
52,,0,33,0,0,0,3,1,1,0,6037,0,-1
63,,0,33,0,0,0,4,1,1,0,6037,0,-1
70,,0,51,0,0,0,1,1,1,0,0,10001961,-1
71,,0,51,0,0,0,2,1,1,0,0,10001961,-1
72,,0,51,0,0,0,3,1,1,0,0,10001961,-1
73,,0,51,0,0,0,4,1,1,0,0,10001961,-1
80,,0,52,0,0,0,1,1,1,0,0,10001961,-1
81,,0,52,0,0,0,2,1,1,0,0,10001961,-1
82,,0,52,0,0,0,3,1,1,0,0,10001961,-1
83,,0,52,0,0,0,4,1,1,0,0,10001961,-1
85,,0,16,0,0,0,2,1,1,0,135,10001961,-1
86,,0,16,0,0,0,3,1,1,0,135,10001961,-1
87,,0,16,0,0,0,4,1,1,0,135,10001961,-1
88,,0,24,0,0,0,1,1,1,0,10001961,6951,-1
89,,0,24,0,0,0,2,1,1,0,10001961,6951,-1
90,,0,24,0,0,0,3,1,1,0,10001961,6951,-1
91,,0,24,0,0,0,4,1,1,0,10001961,6951,-1
92,,0,17,0,0,0,1,1,1,0,0,1029852,-1
93,,0,17,0,0,0,2,1,1,0,0,1029852,-1
94,,0,17,0,0,0,3,1,1,0,0,1029852,-1
95,,0,17,0,0,0,4,1,1,0,0,1029852,-1
101,,0,10,0,1,0,1,50,1,0,0,0,-1
102,,0,4,0,1,0,2,50,1,0,0,0,-1
103,,0,10,0,1,0,2,50,1,0,0,0,-1
104,,0,4,0,1,0,3,50,1,0,0,0,-1
105,,0,10,0,1,0,3,50,1,0,0,0,-1
106,,0,7,0,1,0,4,50,1,0,0,0,-1
107,,0,10,0,1,0,4,50,1,0,0,0,-1
108,,0,7,0,1,0,5,50,1,0,0,0,-1
109,,0,10,0,1,0,5,50,1,0,0,0,-1
110,,0,1,0,1,0,1,50,0,0,0,0,-1
111,,0,1,0,1,0,2,50,0,0,0,0,-1
112,,0,1,0,1,0,3,50,0,0,0,0,-1
113,,0,1,0,1,0,4,50,0,0,0,0,-1
114,,0,15,0,1,0,2,50,1,0,0,0,-1
115,,0,16,0,1,0,2,50,1,0,0,0,-1
116,,0,15,0,1,0,3,50,1,0,0,0,-1
117,,0,16,0,1,0,3,50,1,0,0,0,-1
118,,0,17,0,1,0,3,50,1,0,0,0,-1
119,,0,18,0,1,0,3,50,1,0,0,0,-1
120,,0,15,0,1,0,4,50,1,0,0,0,-1
121,,0,16,0,1,0,4,50,1,0,0,0,-1
122,,0,17,0,1,0,4,50,1,0,0,0,-1
123,,0,17,0,1,0,1,50,1,0,0,0,-1
124,,0,17,0,1,0,2,50,1,0,0,0,-1
125,,0,32,0,1,0,1,50,1,0,0,0,-1
126,,0,32,0,1,0,4,50,1,0,0,0,-1
201,,0,5,0,4,0,1,50,1,0,0,0,-1
202,,0,1,0,4,0,1,50,1,0,0,0,-1
203,,0,1,0,4,0,2,50,1,0,0,0,-1
204,,0,5,0,4,0,2,50,1,0,0,0,-1
205,,0,6,0,4,0,2,50,1,0,0,0,-1
206,,0,10,0,4,0,2,50,1,0,0,0,-1
207,,0,1,0,4,0,3,50,1,0,0,0,-1
208,,0,10,0,4,0,3,50,1,0,0,0,-1
209,,0,15,0,4,0,3,50,1,0,0,0,-1
210,,0,5,0,4,0,4,50,1,0,0,0,-1
211,,0,16,0,4,0,4,50,1,0,0,0,-1
214,,0,6,0,4,0,4,51,1,0,0,0,30502
215,,0,1,0,4,0,5,50,1,0,0,0,-1
216,,0,10,0,4,0,5,24,1,0,0,0,-1
217,,0,4,0,4,0,1,50,0,0,0,0,-1
218,,0,4,0,4,0,2,50,0,0,0,0,-1
219,,0,4,0,4,0,3,50,0,0,0,0,-1
220,,0,4,0,4,0,4,50,0,0,0,0,-1
221,,0,4,0,4,0,5,50,0,0,0,0,-1
222,,0,18,0,4,0,3,100,1,0,0,0,-1
223,,0,16,0,4,0,3,50,1,0,0,0,-1
224,,0,17,0,4,0,3,50,1,0,0,0,-1
