ID,Name,depth1Count,depth2Count,depth3Count,depth4Count,depth5Count,unk_02c,categoryId,modifierMapId,endPadding,
1000,,26,26,26,26,26,0,100,10,[0|0|0|0]
1001,,26,26,26,26,26,0,100,12,[0|0|0|0]
1002,,26,26,26,26,26,0,100,11,[0|0|0|0]
1003,,26,26,26,26,26,0,100,13,[0|0|0|0]
1004,,26,26,26,26,26,0,100,15,[0|0|0|0]
1005,,26,26,26,26,26,0,105,14,[0|0|0|0]
1010,,40,40,40,40,40,0,101,10,[0|0|0|0]
1020,,30,30,30,30,30,0,101,12,[0|0|0|0]
1030,,34,34,34,34,34,0,101,11,[0|0|0|0]
1040,,34,34,34,34,34,0,101,13,[0|0|0|0]
1050,,34,34,34,34,34,0,101,15,[0|0|0|0]
1055,,30,30,30,30,30,0,101,14,[0|0|0|0]
1060,,5,5,5,5,5,0,103,10,[0|0|0|0]
1070,,4,4,4,4,4,0,103,12,[0|0|0|0]
1080,,6,6,6,6,6,0,103,11,[0|0|0|0]
1090,,6,6,6,6,6,0,103,13,[0|0|0|0]
1100,,3,3,3,3,3,0,103,15,[0|0|0|0]
1105,,2,2,2,2,2,0,103,14,[0|0|0|0]
1110,,2,2,2,2,2,0,104,0,[0|0|0|0]
1120,,7,7,7,11,11,0,110,10,[0|0|0|0]
1130,,5,5,5,8,8,0,110,12,[0|0|0|0]
1140,,6,6,6,9,9,0,110,11,[0|0|0|0]
1150,,6,6,6,9,9,0,110,13,[0|0|0|0]
1160,,6,6,6,9,9,0,110,15,[0|0|0|0]
1165,,7,7,7,11,11,0,110,14,[0|0|0|0]
1170,,0,5,5,5,5,0,120,10,[0|0|0|0]
1180,,0,7,7,7,7,0,120,12,[0|0|0|0]
1190,,0,6,6,6,6,0,120,11,[0|0|0|0]
1200,,0,7,7,7,7,0,120,13,[0|0|0|0]
1210,,0,9,9,9,9,0,120,15,[0|0|0|0]
1215,,0,5,5,5,5,0,120,14,[0|0|0|0]
1220,,0,3,3,3,3,0,160,10,[0|0|0|0]
1230,,0,2,2,2,2,0,160,12,[0|0|0|0]
1240,,0,2,2,2,2,0,160,11,[0|0|0|0]
1250,,0,3,3,3,3,0,160,13,[0|0|0|0]
1260,,0,3,3,3,3,0,160,15,[0|0|0|0]
1270,,0,1,1,1,1,0,130,0,[0|0|0|0]
1275,,0,5,5,7,7,0,135,14,[0|0|0|0]
1276,,0,5,5,7,7,0,136,14,[0|0|0|0]
1280,,1,1,1,1,1,0,131,0,[0|0|0|0]
1285,,15,15,15,15,15,0,137,14,[0|0|0|0]
1286,,15,15,15,15,15,0,138,14,[0|0|0|0]
1290,,5,5,5,5,5,0,140,0,[0|0|0|0]
1291,,5,5,5,5,5,0,141,14,[0|0|0|0]
1300,,1,1,1,1,1,0,150,0,[0|0|0|0]
1301,,1,1,1,1,1,0,151,14,[0|0|0|0]
