ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,missionId,unknown_1b,unknown_2,mapPatternMapLotConditionId,
101,Personal Scenario (Wylder): Mission 1 - Grindstone Collection,0,0,[0|0|0],101,1,0,10101
102,Personal Scenario (Wylder): Mission 2 - Silver Droplet,0,0,[0|0|0],102,1,0,10102
201,Personal Scenario (Guardian): Mission 1 - Corrupted Pilgrim,0,0,[0|0|0],201,1,0,-1
202,Personal Scenario (Guardian): Mission 2 - Defeat Golem,0,0,[0|0|0],202,1,0,10202
203,Personal Scenario (Guardian): Mission 3 - Baphomet Trade,0,0,[0|0|0],203,1,0,10203
301,Personal Scenario (Ironeye): Mission 1 - Eliminate the Sick,0,0,[0|0|0],301,1,0,10301
302,Personal Scenario (Ironeye): Mission 2 - Defeat the Sinners,0,0,[0|0|0],302,1,0,10302
303,Personal Scenario (Ironeye): Mission 3 - Defeat the Centaur,0,0,[0|0|0],303,1,1,10303
401,Personal Scenario (Duchess): Mission 1 - Collect Flowers,0,0,[0|0|0],401,1,0,10401
403,Personal Scenario (Duchess): Mission 2 - Find News,0,0,[0|0|0],403,1,0,10403
503,Personal Scenario (Raider): Mission 1 - Before the Hazama Cup Final,0,0,[0|0|0],503,1,0,-1
601,Personal Scenario (Revenant): Mission 1 - Defeat the Night Servant,0,0,[0|0|0],601,1,1,10601
602,Personal Scenario (Revenant): Mission 2 - Unused,0,0,[0|0|0],602,3,0,-1
701,Personal Scenario (Recluse): Mission 1 - ?,0,0,[0|0|0],701,1,0,10701
702,Personal Scenario (Recluse): Mission 2 - ?,0,0,[0|0|0],702,2,0,10702
801,Personal Scenario (Executor): Mission 1 - ?,0,0,[0|0|0],801,5,0,-1
802,Personal Scenario (Executor): Mission 2 - ?,0,0,[0|0|0],802,1,0,10802
803,Personal Scenario (Executor): Mission 3 - ?,0,0,[0|0|0],803,1,0,10803
901,,0,0,[0|0|0],901,1,0,1010901
902,,0,0,[0|0|0],902,1,1,1010902
1001,,0,0,[0|0|0],1001,1,0,1011001
9999,,1,0,[0|0|0],-1,1,0,-1
