ID,Name,unknown_0,patternId,playArea1,playArea2,bossId1,bossId2,extraBossId1,extraBossId2,bossModifier1,bossModifier2,extraBossModifier1,extraBossModifier2,
0,[Gladius] Standard,1,0,1001,1011,4929,4860,-1,-1,444,402,0,0
1,[Gladius] Standard,0,1,1001,1011,4929,4860,-1,-1,444,402,0,0
2,[Gladius] Standard,0,2,1002,1003,4924,4840,-1,-1,439,400,0,0
3,[Gladius] Standard,0,3,1000,1010,4924,4840,-1,-1,439,400,0,0
4,[Gladius] Standard,0,4,1008,1003,4929,4860,-1,-1,444,402,0,0
5,[Gladius] Standard,0,5,1011,1006,4929,4840,-1,-1,444,400,0,0
6,[Gladius] Standard,0,6,1007,1002,4929,4840,-1,-1,444,400,0,0
7,[Gladius] Standard,0,7,1010,1004,4924,4840,-1,-1,439,400,0,0
8,[Gladius] Standard,0,8,1009,1006,4924,4840,-1,-1,439,400,0,0
9,[Gladius] Standard,0,9,1011,1001,4924,4840,-1,-1,439,400,0,0
10,[Gladius] Standard,0,10,1002,1007,4924,4840,-1,-1,439,400,0,0
11,[Gladius] Standard,0,11,1011,1001,4929,4860,-1,-1,444,402,0,0
12,[Gladius] Standard,0,12,1004,1010,4929,4860,-1,-1,444,402,0,0
13,[Gladius] Standard,0,13,1002,1005,4929,4840,-1,-1,444,400,0,0
14,[Gladius] Standard,0,14,1008,1000,4924,4860,-1,-1,439,402,0,0
15,[Gladius] Standard,0,15,1010,1003,4924,4860,-1,-1,439,402,0,0
16,[Gladius] Standard,0,16,1000,1009,4929,4860,-1,-1,444,402,0,0
17,[Gladius] Standard,0,17,1001,1000,4924,4860,-1,-1,439,402,0,0
18,[Gladius] Standard,0,18,1010,1004,4924,4860,-1,-1,439,402,0,0
19,[Gladius] Standard,0,19,1003,1008,4929,4840,-1,-1,444,400,0,0
20,[Gladius] Mountaintop,0,20,1003,1023,4924,4860,-1,-1,439,402,0,0
21,[Gladius] Mountaintop,0,21,1011,1023,4924,4840,-1,-1,439,400,0,0
22,[Gladius] Mountaintop,0,22,1011,1023,4929,4860,-1,-1,444,402,0,0
23,[Gladius] Mountaintop,0,23,1011,1023,4924,4840,-1,-1,439,400,0,0
24,[Gladius] Mountaintop,0,24,1009,1023,4929,4840,-1,-1,444,400,0,0
25,[Gladius] The Crater,0,25,1001,1024,4924,4860,-1,-1,439,402,0,0
26,[Gladius] The Crater,0,26,1005,1024,4929,4860,-1,-1,444,402,0,0
27,[Gladius] The Crater,0,27,1011,1024,4929,4840,-1,-1,444,400,0,0
28,[Gladius] The Crater,0,28,1004,1024,4924,4840,-1,-1,439,400,0,0
29,[Gladius] The Crater,0,29,1010,1024,4924,4840,-1,-1,439,400,0,0
30,[Gladius] Rotted Woods,0,30,1011,1021,4929,4840,-1,-1,444,400,0,0
31,[Gladius] Rotted Woods,0,31,1002,1021,4929,4840,-1,-1,444,400,0,0
32,[Gladius] Rotted Woods,0,32,1002,1021,4924,4860,-1,-1,439,402,0,0
33,[Gladius] Rotted Woods,0,33,1011,1021,4929,4840,-1,-1,444,400,0,0
34,[Gladius] Rotted Woods,0,34,1001,1021,4924,4860,-1,-1,439,402,0,0
35,[Gladius] Shrouded City,0,35,1001,1025,4929,4840,-1,-1,444,400,0,0
36,[Gladius] Shrouded City,0,36,1011,1025,4924,4840,-1,-1,439,400,0,0
37,[Gladius] Shrouded City,0,37,1011,1025,4924,4860,-1,-1,439,402,0,0
38,[Gladius] Shrouded City,0,38,1011,1025,4929,4860,-1,-1,444,402,0,0
39,[Gladius] Shrouded City,0,39,1001,1025,4929,4840,-1,-1,444,400,0,0
40,[Adel] Standard,0,40,1001,1009,4928,4919,-1,-1,440,445,0,0
41,[Adel] Standard,0,41,1010,1000,4780,4919,-1,-1,427,445,0,0
42,[Adel] Standard,0,42,1011,1004,4800,4925,-1,-1,429,447,0,0
43,[Adel] Standard,0,43,1010,1001,4890,4919,-1,-1,412,445,0,0
44,[Adel] Standard,0,44,1001,1004,4780,4919,-1,-1,427,445,0,0
