ID,Name,unknown_0,
0,,0
2100,,1
2500,,1
3000,,1
3001,,1
3010,,1
3020,,1
4101,,0
4102,,0
4103,,0
4104,,0
4106,,0
4130,,0
4131,,0
4132,,0
4133,,0
4134,,0
4160,,0
4161,,0
4170,,0
4171,,0
4172,,0
4190,,0
4191,,256
4192,,256
4193,,256
4194,,0
4200,,1
4201,,1
4202,,0
4203,,0
30000,,1
30001,,1
30002,,1
30003,,1
30004,,1
30005,,1
30006,,1
30007,,1
30008,,1
30009,,1
30010,,1
30011,,1
30012,,1
30013,,1
30014,,1
30015,,1
100010,,1
100011,,1
100020,,1
100030,,1
100100,,1
101000,,1
103000,,1
110000,,1
110010,,1
111030,,1
111035,,1
200100,,0
200200,,0
280000,,0
280002,,0
280003,,0
280004,,0
280007,,0
322000,,512
322001,,512
322010,,512
322011,,512
322020,,512
322021,,512
322050,,256
322060,,1
322061,,1
322062,,1
322063,,1
322100,,1
322101,,1
322102,,1
322103,,1
400003,,1
401102,,512
401103,,512
401106,,256
401107,,512
401110,,1
401111,,1
401112,,1
401113,,256
401114,,256
401115,,256
401116,,256
401117,,1
401118,,1
401119,,256
401120,,1
401130,,256
401150,,1
401160,,1
401165,,1
401170,,256
401171,,256
401172,,256
401181,,0
401182,,256
401183,,256
401184,,256
401201,,256
401202,,256
401203,,256
401204,,256
401205,,256
401206,,256
401207,,256
401208,,256
401209,,256
401213,,256
401214,,256
401310,,0
401400,,256
401401,,256
401402,,256
401403,,256
401404,,256
401405,,256
401501,,512
401502,,256
401503,,512
401504,,256
401505,,256
401507,,256
401510,,512
401601,,512
401603,,256
401605,,512
401606,,512
401607,,256
401631,,256
401701,,512
401721,,256
401731,,512
401751,,1
401752,,512
401753,,0
401801,,1
401820,,1
401821,,0
401822,,768
401823,,256
401824,,256
401825,,0
401826,,768
401991,,256
