ID,Name,weight,patternCount,unknown_2a,unknown_2b,unknown_3a,chaosMatchWeight,eventModifier1,eventModifier2,eventModifier3,eventModifier4,eventModifier5,eventModifier6,eventModifier7,eventModifier8,eventModifier1_Count,eventModifier2_Count,eventModifier3_Count,eventModifier4_Count,eventModifier5_Count,eventModifier6_Count,eventModifier7_Count,eventModifier8_Count,night1BossModifier1,night1BossModifier2,night1BossModifier3,night1BossModifier4,night1BossModifier5,night1BossModifier6,night1BossModifier7,night1BossModifier8,night1BossModifier9,night1BossModifier10,night1BossModifier11,night1BossModifier12,night1BossModifier13,night1BossModifier14,night1BossModifier15,night1BossModifier16,night1BossModifier1_Count,night1BossModifier2_Count,night1BossModifier3_Count,night1BossModifier4_Count,night1BossModifier5_Count,night1BossModifier6_Count,night1BossModifier7_Count,night1BossModifier8_Count,night1BossModifier9_Count,night1BossModifier10_Count,night1BossModifier11_Count,night1BossModifier12_Count,night1BossModifier13_Count,night1BossModifier14_Count,night1BossModifier15_Count,night1BossModifier16_Count,night2BossModifier1,night2BossModifier2,night2BossModifier3,night2BossModifier4,night2BossModifier5,night2BossModifier6,night2BossModifier7,night2BossModifier8,night2BossModifier9,night2BossModifier10,night2BossModifier11,night2BossModifier12,night2BossModifier13,night2BossModifier14,night2BossModifier15,night2BossModifier16,night2BossModifier1_Count,night2BossModifier2_Count,night2BossModifier3_Count,night2BossModifier4_Count,night2BossModifier5_Count,night2BossModifier6_Count,night2BossModifier7_Count,night2BossModifier8_Count,night2BossModifier9_Count,night2BossModifier10_Count,night2BossModifier11_Count,night2BossModifier12_Count,night2BossModifier13_Count,night2BossModifier14_Count,night2BossModifier15_Count,night2BossModifier16_Count,greatHollowEastFortMainModifier1,greatHollowEastFortMainModifier2,greatHollowEastFortMainModifier3,greatHollowEastFortMainModifier4,greatHollowEastFortMainModifier1_Count,greatHollowEastFortMainModifier2_Count,greatHollowEastFortMainModifier3_Count,greatHollowEastFortMainModifier4_Count,greatHollowEastFortInteriorModifier1,greatHollowEastFortInteriorModifier2,greatHollowEastFortInteriorModifier3,greatHollowEastFortInteriorModifier4,greatHollowEastFortInteriorModifier1_Count,greatHollowEastFortInteriorModifier2_Count,greatHollowEastFortInteriorModifier3_Count,greatHollowEastFortInteriorModifier4_Count,greatHollowWestFortMainModifier1,greatHollowWestFortMainModifier2,greatHollowWestFortMainModifier3,greatHollowWestFortMainModifier4,greatHollowWestFortMainModifier1_Count,greatHollowWestFortMainModifier2_Count,greatHollowWestFortMainModifier3_Count,greatHollowWestFortMainModifier4_Count,greatHollowWestFortUnderModifier1,greatHollowWestFortUnderModifier2,greatHollowWestFortUnderModifier3,greatHollowWestFortUnderModifier4,greatHollowWestFortUnderModifier1_Count,greatHollowWestFortUnderModifier2_Count,greatHollowWestFortUnderModifier3_Count,greatHollowWestFortUnderModifier4_Count,greatHollowWestFortLibraryModifier1,greatHollowWestFortLibraryModifier2,greatHollowWestFortLibraryModifier3,greatHollowWestFortLibraryModifier4,greatHollowWestFortLibraryModifier1_Count,greatHollowWestFortLibraryModifier2_Count,greatHollowWestFortLibraryModifier3_Count,greatHollowWestFortLibraryModifier4_Count,
0,[Gladius] Standard Map,8400,20,0,0,0,7600,0,180,200,0,0,0,0,0,12,5,3,0,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,[Gladius] Shifting Earth: Mountaintop,400,5,0,0,0,600,0,180,200,0,0,0,0,0,3,1,1,0,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[Gladius] Shifting Earth: The Crater,400,5,0,0,0,600,0,180,200,0,0,0,0,0,3,1,1,0,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,[Gladius] Shifting Earth: Rotted Woods,400,5,0,0,0,600,0,180,200,0,0,0,0,0,3,1,1,0,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,[Gladius] Shifting Earth: Shrouded City,400,5,0,0,0,600,0,180,200,0,0,0,0,0,3,1,1,0,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,[Adel] Standard Map,8400,20,50,25,0,7600,0,200,120,604,0,0,0,0,12,1,2,5,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,0,0,0,0,0,4,4,0,4,0,4,0,4,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,[Adel] Shifting Earth: Mountaintop,400,5,50,25,0,600,0,200,120,604,0,0,0,0,3,1,0,1,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,[Adel] Shifting Earth: The Crater,400,5,50,25,0,600,0,200,120,604,0,0,0,0,3,0,1,1,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,[Adel] Shifting Earth: Rotted Woods,400,5,50,25,0,600,0,200,120,604,0,0,0,0,3,1,1,1,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,[Adel] Shifting Earth: Shrouded City,400,5,50,25,0,600,0,200,120,604,0,0,0,0,3,0,0,1,0,0,0,0,444,439,436,406,413,416,440,448,412,437,427,428,429,430,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,400,402,447,449,403,434,418,446,435,443,445,432,431,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
