ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,materialSetId,maxReinforceLevel,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,reinforcePriceRate,baseChangePriceRate,enableGemRank,pad2,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate,correctSpellScalingRate,
0,Common Weapon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,[0|0|0],1,1,1,1
1,Common Weapon +1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1.23,1,1,1,0,0,0,[0|0|0],1,1,1.23,1
2,Common Weapon +2,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,1.5,1,1,1,0,0,0,[0|0|0],1,1,1.5,1
3,Common Weapon +3,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,3,3,1.7,1,1,1,0,0,0,[0|0|0],1,1,1.8,1
100,Character Weapon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,[0|0|0],1,1,1,1
101,Character Weapon +1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1.29,1,1,1,0,0,0,[0|0|0],1,1,1.23,1
102,Character Weapon +2,1.58,1.58,1.58,1.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,1.58,1,1,1,0,0,0,[0|0|0],1,1,1.5,1
103,Character Weapon +3,1.79,1.79,1.79,1.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,3,3,1.79,1,1,1,0,0,0,[0|0|0],1,1,1.8,1
200,Uncommon Weapon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,[0|0|0],1,1,1.23,1
201,Uncommon Weapon +1,1.21,1.21,1.21,1.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,1.21,1,1,1,0,0,0,[0|0|0],1,1,1.5,1
