ID,Name,atkChrId,defChrId,rideCamParamId,atkChrAnimId,defChrAnimId,defAdjustDmyId,defCheckDmyId,diffAngMyToDef,dist,upperYRange,lowerYRange,diffAngMin,diffAngMax,pad,
0,,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
1000,,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
80000,Player -> Torrent,0,8000,3010,0,0,900,-1,180,5,5,5,-180,180,[0|0|0|0|0|0|0|0|0|0|0|0]
300081001,Exile Soldier -> Ballista,3000,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,[0|0|0|0|0|0|0|0|0|0|0|0]
300081011,Exile Soldier -> Large Ballista,3000,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,[0|0|0|0|0|0|0|0|0|0|0|0]
300081101,Exile Soldier -> Dragon-faced Flamethrower,3000,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,[0|0|0|0|0|0|0|0|0|0|0|0]
300090090,Exile Soldier -> Unk c9009,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,-30,30,[0|0|0|0|0|0|0|0|0|0|0|0]
300090091,Exile Soldier -> Unk c9009,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,150,-150,[0|0|0|0|0|0|0|0|0|0|0|0]
300090092,Exile Soldier -> Unk c9009,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,-150,-30,[0|0|0|0|0|0|0|0|0|0|0|0]
300090093,Exile Soldier -> Unk c9009,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,30,150,[0|0|0|0|0|0|0|0|0|0|0|0]
315031600,Night's Cavalry -> Funeral Steed,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,-30,30,[0|0|0|0|0|0|0|0|0|0|0|0]
315031601,Night's Cavalry -> Funeral Steed,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,150,-150,[0|0|0|0|0|0|0|0|0|0|0|0]
315031602,Night's Cavalry -> Funeral Steed,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,-150,-30,[0|0|0|0|0|0|0|0|0|0|0|0]
315031603,Night's Cavalry -> Funeral Steed,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,30,150,[0|0|0|0|0|0|0|0|0|0|0|0]
317031802,Albinauric Archer -> Archer's Wolf,3170,3180,-1,2,2,512,-1,60,3,0.5,0.65,-180,0,[0|0|0|0|0|0|0|0|0|0|0|0]
317031803,Albinauric Archer -> Archer's Wolf,3170,3180,-1,3,3,513,-1,60,3,0.5,0.65,0,180,[0|0|0|0|0|0|0|0|0|0|0|0]
320032102,Nomadic Merchant -> Nomad's Mule,3200,3210,-1,2,2,512,-1,60,3,0.5,0.65,-180,0,[0|0|0|0|0|0|0|0|0|0|0|0]
