ID,Name,element1,element2,element3,unknown_3,magicId,endPadding,
0,,0,0,0,0,-1,[0|0|0|0|0|0|0|0]
80000,[FFF] Pure Fire - Whirlwind of Flame,2,2,2,0,8000,[0|0|0|0|0|0|0|0]
80010,[MMM] Pure Magic - Encircling Magic,1,1,1,0,8001,[0|0|0|0|0|0|0|0]
80020,[LLL] Pure Lightning - Lightning Step,3,3,3,0,8002,[0|0|0|0|0|0|0|0]
80030,[HHH] Pure Holy - Divine Protection,4,4,4,0,8003,[0|0|0|0|0|0|0|0]
80100,[FFM] Magic/Fire - Wraith Flame,2,2,1,0,8010,[0|0|0|0|0|0|0|0]
80101,[FMM] Magic/Fire - Wraith Flame,2,1,1,0,8010,[0|0|0|0|0|0|0|0]
80102,[FMF] Magic/Fire - Wraith Flame,2,1,2,0,8010,[0|0|0|0|0|0|0|0]
80103,[MMF] Magic/Fire - Wraith Flame,1,1,2,0,8010,[0|0|0|0|0|0|0|0]
80104,[MFF] Magic/Fire - Wraith Flame,1,2,2,0,8010,[0|0|0|0|0|0|0|0]
80105,[MFM] Magic/Fire - Wraith Flame,1,2,1,0,8010,[0|0|0|0|0|0|0|0]
80110,[FFL] Fire/Lightning - Flamebolt,2,2,3,0,8011,[0|0|0|0|0|0|0|0]
80111,[FLL] Fire/Lightning - Flamebolt,2,3,3,0,8011,[0|0|0|0|0|0|0|0]
80112,[FLF] Fire/Lightning - Flamebolt,2,3,2,0,8011,[0|0|0|0|0|0|0|0]
80113,[LLF] Fire/Lightning - Flamebolt,3,3,2,0,8011,[0|0|0|0|0|0|0|0]
80114,[LFF] Fire/Lightning - Flamebolt,3,2,2,0,8011,[0|0|0|0|0|0|0|0]
80115,[LML] Fire/Lightning - Flamebolt,3,2,3,0,8011,[0|0|0|0|0|0|0|0]
80120,[FFH] Fire/Holy - Warm Torch,2,2,4,0,8012,[0|0|0|0|0|0|0|0]
80121,[FHH] Fire/Holy - Warm Torch,2,4,4,0,8012,[0|0|0|0|0|0|0|0]
80122,[FHF] Fire/Holy - Warm Torch,2,4,2,0,8012,[0|0|0|0|0|0|0|0]
80123,[HHF] Fire/Holy - Warm Torch,4,4,2,0,8012,[0|0|0|0|0|0|0|0]
80124,[HFF] Fire/Holy - Warm Torch,4,2,2,0,8012,[0|0|0|0|0|0|0|0]
80125,[HFH] Fire/Holy - Warm Torch,4,2,4,0,8012,[0|0|0|0|0|0|0|0]
80130,[MML] Magic/Lightning - Magic Blade,1,1,3,0,8013,[0|0|0|0|0|0|0|0]
80131,[MLL] Magic/Lightning - Magic Blade,1,3,3,0,8013,[0|0|0|0|0|0|0|0]
80132,[MLM] Magic/Lightning - Magic Blade,1,3,1,0,8013,[0|0|0|0|0|0|0|0]
80133,[LLM] Magic/Lightning - Magic Blade,3,3,1,0,8013,[0|0|0|0|0|0|0|0]
80134,[LMM] Magic/Lightning - Magic Blade,3,1,1,0,8013,[0|0|0|0|0|0|0|0]
80135,[LML] Magic/Lightning - Magic Blade,3,1,3,0,8013,[0|0|0|0|0|0|0|0]
80140,[MMH] Magic/Holy - Magic Veil,1,1,4,0,8014,[0|0|0|0|0|0|0|0]
80141,[MHH] Magic/Holy - Magic Veil,1,4,4,0,8014,[0|0|0|0|0|0|0|0]
80142,[MHM] Magic/Holy - Magic Veil,1,4,1,0,8014,[0|0|0|0|0|0|0|0]
80143,[HHM] Magic/Holy - Magic Veil,4,4,1,0,8014,[0|0|0|0|0|0|0|0]
80144,[HMM] Magic/Holy - Magic Veil,4,1,1,0,8014,[0|0|0|0|0|0|0|0]
80145,[HMH] Magic/Holy - Magic Veil,4,1,4,0,8014,[0|0|0|0|0|0|0|0]
80150,[LLH] Lightning/Holy - Lightning Parry,3,3,4,0,8015,[0|0|0|0|0|0|0|0]
80151,[LHH] Lightning/Holy - Lightning Parry,3,4,4,0,8015,[0|0|0|0|0|0|0|0]
80152,[LHL] Lightning/Holy - Lightning Parry,3,4,3,0,8015,[0|0|0|0|0|0|0|0]
80153,[HHL] Lightning/Holy - Lightning Parry,4,4,3,0,8015,[0|0|0|0|0|0|0|0]
80154,[HLL] Lightning/Holy - Lightning Parry,4,3,3,0,8015,[0|0|0|0|0|0|0|0]
80155,[HLH] Lightning/Holy - Lightning Parry,4,3,4,0,8015,[0|0|0|0|0|0|0|0]
80200,[FML] Magic/Fire/Lightning - Gravity Orb,2,1,3,0,8020,[0|0|0|0|0|0|0|0]
80201,[FLM] Magic/Fire/Lightning - Gravity Orb,2,3,1,0,8020,[0|0|0|0|0|0|0|0]
80202,[MFL] Magic/Fire/Lightning - Gravity Orb,1,2,3,0,8020,[0|0|0|0|0|0|0|0]
80203,[MLF] Magic/Fire/Lightning - Gravity Orb,1,3,2,0,8020,[0|0|0|0|0|0|0|0]
80204,[LFM] Magic/Fire/Lightning - Gravity Orb,3,2,1,0,8020,[0|0|0|0|0|0|0|0]
80205,[LMF] Magic/Fire/Lightning - Gravity Orb,3,1,2,0,8020,[0|0|0|0|0|0|0|0]
80210,[FMH] Magic/Fire/Holy - Affinity Breath,2,1,4,0,8021,[0|0|0|0|0|0|0|0]
80211,[FHM] Magic/Fire/Holy - Affinity Breath,2,4,1,0,8021,[0|0|0|0|0|0|0|0]
80212,[MFH] Magic/Fire/Holy - Affinity Breath,1,2,4,0,8021,[0|0|0|0|0|0|0|0]
80213,[MHF] Magic/Fire/Holy - Affinity Breath,1,4,2,0,8021,[0|0|0|0|0|0|0|0]
80214,[HFM] Magic/Fire/Holy - Affinity Breath,4,2,1,0,8021,[0|0|0|0|0|0|0|0]
80215,[HMF] Magic/Fire/Holy - Affinity Breath,4,1,2,0,8021,[0|0|0|0|0|0|0|0]
