ID,Name,unknown_0,unknown_1,unknown_2a,unknown_2b,unknown_2c,unknown_3,unknown_4,unknown_5,unknown_6,unknown_7a,unknown_7b,eventFlag1,eventFlag2,eventFlag3,eventFlag4,eventFlag5,unknown_12,unknown_13,unknown_14,modifierId,unknown_16,unknown_17,unknown_18,unknown_19,unknown_20,unknown_21,unknown_22,unknown_23a,unknown_23b,unknown_24,unknown_25,unknown_26a,unknown_26b,
800000,,1,800000,0,0,0,1000,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800001,,1,800000,1,0,0,0,0,118,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800002,,1,800000,1,0,0,0,0,119,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800003,,1,800000,1,0,0,0,0,365,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800004,,1,800000,1,0,0,0,0,100,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800005,,1,800000,1,0,0,0,0,103,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800006,,1,800000,1,0,0,0,0,104,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800007,,1,800000,1,0,0,0,0,108,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800008,,1,800000,1,0,0,0,0,110,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800009,,1,800000,1,0,0,0,0,114,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800010,,1,800000,1,0,0,0,0,117,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800011,,1,800000,1,0,0,0,0,101,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800012,,1,800000,1,0,0,0,0,107,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800013,,1,800000,1,0,0,0,0,109,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800014,,1,800000,1,0,0,0,0,111,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800015,,1,800000,1,0,0,0,0,112,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800016,,1,800000,1,0,0,0,0,113,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800017,,1,800000,1,0,0,0,0,116,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800018,,1,800000,1,0,0,0,0,120,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
