ID,Name,horizontalVelocityScale,verticalVelocityScale,horizontalVelocityChange,verticalVelocityChange,horizontalVelocityAngle,unknown_1,unknown_2,unknown_3,unknown_4,fallControlParamId,pad1,
1,,0,0,6.4,9.64,0,0,0,0,0,100,[0|0|0|0]
2,,0,0,6.4,9.64,0,1,0,0,0,100,[0|0|0|0]
10,,0,0,0,-2,0,0,0,0,0,900,[0|0|0|0]
11,,0,0,0,-2,0,0,0,0,0,900,[0|0|0|0]
12,,0,0,0,-2,0,0,0,0,0,900,[0|0|0|0]
20,,0.2,0.1,0,0,0,0,0,0,0,999,[0|0|0|0]
21,,1,1,0,-5,0,0,0,0,0,100,[0|0|0|0]
50,Stagger Falling,1,1,0,0,0,0,0,0,0,101,[0|0|0|0]
100,Standing Jump,0,0,0,9,0,0,0,0,0,100,[0|0|0|0]
101,Slow Jump Forward,0,0,1.8,9,0,0,0,0,0,100,[0|0|0|0]
102,,0,0,1.8,7.712,0,1,0,0,0,101,[0|0|0|0]
103,Slow Jump Back,0,0,1.8,7.712,180,0,0,0,0,101,[0|0|0|0]
104,Slow Jump Left,0,0,1.8,7.712,-90,0,0,0,0,101,[0|0|0|0]
105,Slow Jump Right,0,0,1.8,7.712,90,0,0,0,0,101,[0|0|0|0]
106,,0,0,1.8,7.712,-45,0,0,0,0,101,[0|0|0|0]
107,,0,0,1.8,7.712,45,0,0,0,0,101,[0|0|0|0]
108,,0,0,1.8,7.712,-135,0,0,0,0,101,[0|0|0|0]
109,,0,0,1.8,7.712,135,0,0,0,0,101,[0|0|0|0]
111,Jump Forward,0,0,4.3,9,0,0,0,0,0,100,[0|0|0|0]
112,,0,0,4.3,7.712,0,1,0,0,0,101,[0|0|0|0]
113,Jump Back,0,0,4.3,7.712,180,0,0,0,0,101,[0|0|0|0]
114,Jump Left,0,0,4.3,7.712,-90,0,0,0,0,101,[0|0|0|0]
115,Jump Right,0,0,4.3,7.712,90,0,0,0,0,101,[0|0|0|0]
116,,0,0,4.3,7.712,-45,0,0,0,0,101,[0|0|0|0]
117,,0,0,4.3,7.712,45,0,0,0,0,101,[0|0|0|0]
118,,0,0,4.3,7.712,-135,0,0,0,0,101,[0|0|0|0]
119,,0,0,4.3,7.712,135,0,0,0,0,101,[0|0|0|0]
121,Dash Jump,0,0,7,9,0,0,0,0,0,100,[0|0|0|0]
131,Surge Sprint Jump,0,0,8,9,0,0,0,0,0,100,[0|0|0|0]
500,Neutral Wall Jump,0,0,4.8,9,0,0,0,0,0,100,[0|0|0|0]
501,Moving Wall Jump,0,0,4.8,9,0,0,0,0,0,100,[0|0|0|0]
510,,0,0,-1.3,10,0,0,0,0,0,100,[0|0|0|0]
600,,0,0,18,12,0,0,0,0,0,100,[0|0|0|0]
700,[Ultimate - Executor] Regular Jump,0,0,3,21,0,0,0,0,0,330,[0|0|0|0]
701,[Ultimate - Executor] Moving Jump,0,0,15,21,0,0,0,0,0,330,[0|0|0|0]
702,[Ultimate - Executor] Jump Attack Descent,1,1,0,-3,0,0,0,0,0,100,[0|0|0|0]
703,[Ultimate - Executor] Jump Attack Start,0.5,0,0,10,0,0,0,0,0,330,[0|0|0|0]
704,[Ultimate - Executor] Air Transform,1,0,0,4,0,0,0,0,0,100,[0|0|0|0]
1000,Spiritstream Jump? 1,0,0,0,25,0,0,0,0,0,200,[0|0|0|0]
1001,Spiritstream Jump? 2,0,0,1.8,25,0,0,0,0,0,200,[0|0|0|0]
1010,Spiritstream Jump? 3,0,0,-3,11,0,0,0,0,0,100,[0|0|0|0]
1011,Spiritstream Jump? 4,0,0,6.3,25,0,0,0,0,0,200,[0|0|0|0]
2000,,0,0,-4,10.5,0,0,0,0,0,100,[0|0|0|0]
2010,,0,0,0,9,0,0,0,0,0,100,[0|0|0|0]
3000,Spiritstream Jump 1,0,0,0,29.4,0,0,0,0,0,201,[0|0|0|0]
3001,Spiritstream Jump 2,0,0,0,36,0,0,0,0,0,201,[0|0|0|0]
3002,Spiritstream Jump 3,0,0,0,41,0,0,0,0,0,201,[0|0|0|0]
3003,Spiritstream Jump 4,0,0,0,46,0,0,0,0,0,201,[0|0|0|0]
3008,Spiritstream Jump 5,0,0,0,32.5,0,0,0,0,0,201,[0|0|0|0]
3009,Spiritstream Jump 6,0,0,0,55,0,0,0,0,0,205,[0|0|0|0]
3010,Spiritstream Jump Apex,1,1,0,0,0,0,0,0,0,202,[0|0|0|0]
3100,,0,0,0,27,0,0,0,0,0,201,[0|0|0|0]
3101,,0,0,0,100,0,0,0,0,0,206,[0|0|0|0]
3102,,0,0,0,44,0,0,0,0,0,201,[0|0|0|0]
3103,,0,0,0,70,0,0,0,0,0,207,[0|0|0|0]
10000,Jump Attack,1,1,0,-5,0,0,0,0,0,100,[0|0|0|0]
10010,,0,0,0,-13,0,0,0,0,0,100,[0|0|0|0]
10080,,1,1,0,-10,0,0,0,0,0,100,[0|0|0|0]
10081,,1,0.3,0,4,0,0,0,0,0,999,[0|0|0|0]
10090,,1,1,0,-1.98,0,0,0,0,0,100,[0|0|0|0]
10091,,0,0,15,-6,0,1,0,0,0,100,[0|0|0|0]
