ID,Name,a000_rightArmFB,a000_rightArmIO,a000_rightWristFB,a000_rightWristIO,a000_rightWeaponRotation,a000_leftArmFB,a000_leftArmIO,a000_leftWristFB,a000_leftWristIO,a000_leftWeaponRotation,a002_rightArmFB,a002_rightArmIO,a002_rightWristFB,a002_rightWristIO,a002_rightWeaponRotation,a002_leftArmFB,a002_leftArmIO,a002_leftWristFB,a002_leftWristIO,a002_leftWeaponRotation,a003_rightArmFB,a003_rightArmIO,a003_rightWristFB,a003_rightWristIO,a003_rightWeaponRotation,a003_leftArmFB,a003_leftArmIO,a003_leftWristFB,a003_leftWristIO,a003_leftWeaponRotation,a010_rightArmFB,a010_rightArmIO,a010_rightWristFB,a010_rightWristIO,a010_rightWeaponRotation,a010_leftArmFB,a010_leftArmIO,a010_leftWristFB,a010_leftWristIO,a010_leftWeaponRotation,a012_rightArmFB,a012_rightArmIO,a012_rightWristFB,a012_rightWristIO,a012_rightWeaponRotation,a012_leftArmFB,a012_leftArmIO,a012_leftWristFB,a012_leftWristIO,a012_leftWeaponRotation,a013_rightArmFB,a013_rightArmIO,a013_rightWristFB,a013_rightWristIO,a013_rightWeaponRotation,a013_leftArmFB,a013_leftArmIO,a013_leftWristFB,a013_leftWristIO,a013_leftWeaponRotation,a014_rightArmFB,a014_rightArmIO,a014_rightWristFB,a014_rightWristIO,a014_rightWeaponRotation,a014_leftArmFB,a014_leftArmIO,a014_leftWristFB,a014_leftWristIO,a014_leftWeaponRotation,a015_rightArmFB,a015_rightArmIO,a015_rightWristFB,a015_rightWristIO,a015_rightWeaponRotation,a015_leftArmFB,a015_leftArmIO,a015_leftWristFB,a015_leftWristIO,a015_leftWeaponRotation,a016_rightArmFB,a016_rightArmIO,a016_rightWristFB,a016_rightWristIO,a016_rightWeaponRotation,a016_leftArmFB,a016_leftArmIO,a016_leftWristFB,a016_leftWristIO,a016_leftWeaponRotation,pad,
0,Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
1,Scythe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
2,Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
3,Greatshield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
4,Torch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
5,Sword,0,0,0,0,0,5,0,-25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
6,Fist,-17,0,45,0,0,-10,0,40,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
7,Large Weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
8,Hammer/Axe,-5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
9,Twinblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0]
