ID,Name,unknown_0,characterId,unknown_2,unknown_3,
34210000,Black Knife Assassin,0,2100,202600,8550
34213000,Morgott,0,2130,202600,8550
34214000,Omen,0,2140,202600,8550
34227000,Giant Crab,0,2270,202600,8550
34227200,,0,2272,202600,8550
34227400,,0,2274,202600,8550
34227600,Giant Death Crab,0,2276,202600,8550
34250000,Crucible Knight,0,2500,202600,8550
34307000,,0,3070,202600,8550
34308000,Imp,0,3080,202600,8550
34310000,Bell Bearing Hunter / Elemer of the Briar,0,3100,202600,8550
34340000,Grave Warden Duelist,0,3400,202600,8550
34345000,Misbegotten,0,3450,202600,8550
34356000,Godskin Apostle,0,3560,202600,8550
34360000,Alabaster Lord,0,3600,202600,8550
34365000,Erdtree Guardian,0,3650,202600,8550
34366100,Putrid Corpse,0,3661,202600,8550
34366110,Putrid Corpse,0,3661,202600,8550
34366120,Putrid Corpse,0,3661,202600,8550
34366130,Putrid Corpse,0,3661,202600,8550
34366140,Putrid Corpse,0,3661,202600,8550
34366200,Putrid Corpse (Large),0,3662,202600,8550
34366210,Putrid Corpse (Large),0,3662,202600,8550
34366220,Putrid Corpse (Large),0,3662,202600,8550
34366230,Putrid Corpse (Large),0,3662,202600,8550
34366240,Putrid Corpse (Large),0,3662,202600,8550
34366400,Cemetery Shade,0,3664,202600,8550
34367000,,0,3670,202600,8550
34375000,,0,3750,202600,8550
34380000,,0,3800,202600,8550
34395000,Man-Serpent,0,3950,202600,8550
34411000,Demi-Human Shaman,0,4110,202600,8550
34413000,Demi-Human Queen,0,4130,202600,8550
34414000,,0,4140,202600,8550
34420000,Man-Bat,0,4200,202600,8550
34420100,Operatic Bat,0,4201,202600,8550
34422000,,0,4220,202600,8550
34424000,Fingercreeper,0,4240,202600,8550
34428000,Giant Ant,0,4280,202600,8550
34432000,Vulgar Militia,0,4320,202600,8550
34432100,Vulgar Militia,0,4321,202600,8550
34442000,,0,4420,202600,8550
34447000,Abductor Virgin,0,4470,202600,8550
34456000,Giant Crow,0,4560,202600,8550
34456100,,0,4561,202600,8550
34458000,Large Wormface,0,4580,202600,8550
34462000,Astel- Naturalborn of the Void,0,4620,202600,8550
34463000,Runebear,0,4630,202600,8550
34464000,Ulcerated Tree Spirit,0,4640,202600,8550
34468000,Falling-star Beast,0,4680,202600,8550
34498000,Death Rite Bird,0,4980,202600,8550
34501000,Golden Hippopotamus,0,5010,202600,8550
34501100,Golden Hippopotamus (Golden Wings),0,5011,202600,8550
34504000,,0,5040,202600,8550
34507000,,0,5070,202600,8550
34508000,,0,5080,202600,8550
34516000,,0,5160,202600,8550
34519000,,0,5190,202600,8550
34519200,,0,5192,202600,8550
34521000,,0,5210,202600,8550
34524000,,0,5240,202600,8550
34525000,,0,5250,202600,8550
34581000,Demi-Human Swordmaster,0,5810,202600,8550
34582000,,0,5820,202600,8550
34587000,,0,5870,202600,8550
34590000,,0,5900,202600,8550
34750000,Gladius - Beast of Night,0,7500,202600,8550
34751000,Adel - Baron of Night,0,7510,202600,8550
34751100,Adel - Baron of Night (Lightning Fang),0,7511,202600,8550
34752000,Gnoster - Wisdom of Night (Moth),0,7520,202600,8550
34760000,Fulghor - Champion of Nightglow,0,7600,202600,8550
34762000,,0,7620,202600,8550
34765000,,0,7650,202600,8550
34765100,,0,7651,202600,8550
34766000,,0,7660,202600,8550
34770000,Gaping Dragon,0,7700,202600,8550
34771000,Centipede Demon,0,7710,202600,8550
34772000,,0,7720,202600,8550
34781000,Freja Spiderling,0,7810,202600,8550
34790000,Nameless King,0,7900,202600,8550
34792000,Dancer of the Boreal Valley,0,7920,202600,8550
34793000,,0,7930,202600,8550
