ID,Name,padKeyId,keyboardModifyKey,keyboardKeyId,mouseModifyKey,mouseKeyId,shortcutNameId,shortcutHelpID,unknown_3a,direction,unknown_3c,unknown_3d,unkKey,sharedKey,reserved,
1,Main Menu,2013,0,70,0,0,280500,280500,7,0,3,9,-1,-1,[0|0|0|0|0|0|0|0]
2,Map,2012,0,119,0,0,280600,280501,7,0,11,25,-1,-1,[0|0|0|0|0|0|0|0]
100,Movement Control,-1,0,115,0,0,280100,-1,5,0,1,27,-1,-1,[0|0|0|0|0|0|0|0]
101,Move Forwards,3003,0,86,0,0,280101,280010,5,100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
102,Move Backwards,3003,0,100,0,0,280102,-1,5,-100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
103,Move Left,3002,0,99,0,0,280103,-1,5,-100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
104,Move Right,3002,0,101,0,0,280104,-1,5,100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
105,Surge Sprint,2010,0,125,0,0,280108,280108,5,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
106,Backstep- Dodge Roll- Dash,2005,0,111,0,0,280105,280105,5,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
107,Jump,2004,0,126,0,0,280106,280106,5,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
108,Move Camera / Change Target (Up),3005,0,-1,0,0,280200,280199,1,100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
109,Move Camera / Change Target (Down),3005,0,-1,0,0,280201,-1,1,-100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
110,Move Camera / Change Target (Left),3004,0,-1,0,0,280202,-1,1,-100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
111,Move Camera / Change Target (Right),3004,0,-1,0,0,280203,-1,1,100,0,11,-1,-1,[0|0|0|0|0|0|0|0]
112,Reset Camera- Lock-On/Remove Target,2011,0,-1,0,8,280204,280204,1,0,11,31,-1,-1,[0|0|0|0|0|0|0|0]
113,Use Item,2000,0,103,0,0,280405,280405,1,0,11,31,-1,-1,[0|0|0|0|0|0|0|0]
114,Switch Item,2001,0,72,0,0,280300,280300,1,0,11,31,-1,-1,[0|0|0|0|0|0|0|0]
115,Switch Right-Hand Armament,2003,0,-1,0,9,280301,280301,1,0,11,31,-1,-1,[0|0|0|0|0|0|0|0]
116,Switch Left-Hand Armament,2002,0,-1,0,10,280302,280302,1,0,11,31,-1,-1,[0|0|0|0|0|0|0|0]
117,Attack (RH & Two-Handed Armament),2009,0,-1,0,2,280400,280400,1,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
118,Strong Attack (RH & 2H Armament),3001,0,-1,1,2,280401,280401,1,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
119,Guard (LH Armament),2008,0,-1,0,1,280402,280402,1,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
120,Skill,3000,0,85,0,0,280403,280403,1,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
121,Use Flask,2006,0,71,0,0,280406,280406,1,0,3,31,-1,-1,[0|0|0|0|0|0|0|0]
122,Event Action (Examine- Open- etc.),2007,0,102,0,0,280404,280404,1,0,3,29,-1,-1,[0|0|0|0|0|0|0|0]
123,,-1,0,-1,0,0,-1,-1,1,0,1,59,122,-1,[0|0|0|0|0|0|0|0]
124,Two-Hand RH Armament/Cancel,-1,0,-1,1,9,280450,280452,1,0,3,27,-1,117,[0|0|0|0|0|0|0|0]
125,Two-Hand LH Armament/Cancel,-1,0,-1,1,10,280451,-1,1,0,3,27,-1,119,[0|0|0|0|0|0|0|0]
126,Ultimate Art,-1,0,88,0,0,280454,-1,1,0,3,27,-1,118,[0|0|0|0|0|0|0|0]
127,Character Skill,-1,0,87,0,0,280453,-1,1,0,3,27,-1,120,[0|0|0|0|0|0|0|0]
128,Display Location of Self/Item,-1,0,114,0,0,280502,-1,1,0,3,27,-1,105,[0|0|0|0|0|0|0|0]
129,Use Item Immediately,-1,0,104,0,0,280351,-1,1,0,3,27,-1,113,[0|0|0|0|0|0|0|0]
130,Toggle Item Order,-1,0,73,0,0,280350,-1,1,0,3,27,-1,114,[0|0|0|0|0|0|0|0]
131,Cycle Contextual Action Button (Right),-1,0,90,0,0,280360,-1,1,0,3,27,-1,115,[0|0|0|0|0|0|0|0]
132,Cycle Contextual Action Button (Left),-1,0,89,0,0,280361,-1,1,0,3,27,-1,116,[0|0|0|0|0|0|0|0]
200,,2000,0,190,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
201,,2001,0,195,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
202,,2003,0,193,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
203,,2002,0,192,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
204,,2900,0,102,0,0,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
205,,2901,0,85,0,1,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
206,,2008,0,128,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
207,,2009,0,129,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
208,,2007,0,71,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
209,,2006,0,72,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
210,,2011,0,73,0,0,-1,-1,2,0,15,0,-1,-1,[0|0|0|0|0|0|0|0]
211,,2010,0,74,0,0,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
212,,3000,0,-1,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
213,,3001,0,-1,0,0,-1,-1,2,0,7,0,-1,-1,[0|0|0|0|0|0|0|0]
214,,3009,0,101,0,0,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
215,,3008,0,99,0,0,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
216,,3001,0,104,0,0,-1,-1,2,0,2,0,-1,-1,[0|0|0|0|0|0|0|0]
